State,County,School Breakfast Program participants (% children) 2017 (PCT_SBP17),Units,FIPS,FID
Alabama,Lauderdale,33.475353939882964,Percent,1077,176
Alabama,Lawrence,33.475353939882964,Percent,1079,181
Alabama,Lee,33.475353939882964,Percent,1081,187
Alabama,Limestone,33.475353939882964,Percent,1083,197
Alabama,Lowndes,33.475353939882964,Percent,1085,205
Alabama,Macon,33.475353939882964,Percent,1087,210
Alabama,Madison,33.475353939882964,Percent,1089,217
Alabama,Marengo,33.475353939882964,Percent,1091,220
Alabama,Marion,33.475353939882964,Percent,1093,224
Alabama,Marshall,33.475353939882964,Percent,1095,231
Alabama,Mobile,33.475353939882964,Percent,1097,240
Alabama,Monroe,33.475353939882964,Percent,1099,250
Alabama,Montgomery,33.475353939882964,Percent,1101,256
Alabama,Morgan,33.475353939882964,Percent,1103,262
Alabama,Perry,33.475353939882964,Percent,1105,264
Alabama,Pickens,33.475353939882964,Percent,1107,273
Alabama,Pike,33.475353939882964,Percent,1109,279
Alabama,Randolph,33.475353939882964,Percent,1111,284
Alabama,Russell,33.475353939882964,Percent,1113,288
Alabama,St. Clair,33.475353939882964,Percent,1115,292
Alabama,Shelby,33.475353939882964,Percent,1117,298
Alabama,Sumter,33.475353939882964,Percent,1119,303
Alabama,Talladega,33.475353939882964,Percent,1121,306
Alabama,Tallapoosa,33.475353939882964,Percent,1123,308
Alabama,Tuscaloosa,33.475353939882964,Percent,1125,313
Alabama,Walker,33.475353939882964,Percent,1127,317
Alabama,Washington,33.475353939882964,Percent,1129,319
Alabama,Wilcox,33.475353939882964,Percent,1131,326
Alabama,Winston,33.475353939882964,Percent,1133,332
Alaska,Aleutians East,20.28288424673622,Percent,2013,346
Alaska,Aleutians West,20.28288424673622,Percent,2016,381
Alaska,Anchorage,20.28288424673622,Percent,2020,400
Alaska,Bethel,20.28288424673622,Percent,2050,411
Alaska,Bristol Bay,20.28288424673622,Percent,2060,423
Alaska,Denali,20.28288424673622,Percent,2068,426
Alaska,Dillingham,20.28288424673622,Percent,2070,445
Alaska,Fairbanks North Star,20.28288424673622,Percent,2090,454
Alaska,Haines,20.28288424673622,Percent,2100,462
Alaska,Hoonah-Angoon,20.28288424673622,Percent,2105,476
Alaska,Juneau,20.28288424673622,Percent,2110,482
Alaska,Kenai Peninsula,20.28288424673622,Percent,2122,494
Alaska,Ketchikan Gateway,20.28288424673622,Percent,2130,514
Alaska,Kodiak Island,20.28288424673622,Percent,2150,533
Alaska,Lake and Peninsula,20.28288424673622,Percent,2164,544
Alaska,Matanuska-Susitna,20.28288424673622,Percent,2170,556
Alaska,Nome,20.28288424673622,Percent,2180,571
Alaska,North Slope,20.28288424673622,Percent,2185,614
Alaska,Northwest Arctic,20.28288424673622,Percent,2188,638
Alaska,Petersburg,20.28288424673622,Percent,2195,645
Alaska,Prince of Wales-Hyder,20.28288424673622,Percent,2198,669
Alaska,Sitka,20.28288424673622,Percent,2220,679
Alaska,Skagway,20.28288424673622,Percent,2230,683
Alaska,Southeast Fairbanks,20.28288424673622,Percent,2240,690
Alaska,Valdez-Cordova,20.28288424673622,Percent,2261,710
Alaska,Wade Hampton,20.28288424673622,Percent,2270,725
Alaska,Wrangell,20.28288424673622,Percent,2275,733
Alaska,Yakutat,20.28288424673622,Percent,2282,744
Alaska,Yukon-Koyukuk,20.28288424673622,Percent,2290,753
Arizona,Apache,26.499440357540692,Percent,4001,761
Arizona,Cochise,26.499440357540692,Percent,4003,763
Arizona,Coconino,26.499440357540692,Percent,4005,771
Arizona,Gila,26.499440357540692,Percent,4007,787
Arizona,Graham,26.499440357540692,Percent,4009,0
Arizona,Greenlee,26.499440357540692,Percent,4011,1
Arizona,La Paz,26.499440357540692,Percent,4012,3
Arizona,Maricopa,26.499440357540692,Percent,4013,9
Arizona,Mohave,26.499440357540692,Percent,4015,15
Arizona,Navajo,26.499440357540692,Percent,4017,17
Arizona,Pima,26.499440357540692,Percent,4019,21
Arizona,Pinal,26.499440357540692,Percent,4021,26
Arizona,Santa Cruz,26.499440357540692,Percent,4023,32
Arizona,Yavapai,26.499440357540692,Percent,4025,35
Arizona,Yuma,26.499440357540692,Percent,4027,42
Arkansas,Arkansas,35.853416386396525,Percent,5001,46
Arkansas,Ashley,35.853416386396525,Percent,5003,50
Arkansas,Baxter,35.853416386396525,Percent,5005,54
Arkansas,Benton,35.853416386396525,Percent,5007,59
Arkansas,Boone,35.853416386396525,Percent,5009,62
Arkansas,Bradley,35.853416386396525,Percent,5011,68
Arkansas,Calhoun,35.853416386396525,Percent,5013,72
Arkansas,Carroll,35.853416386396525,Percent,5015,74
Arkansas,Chicot,35.853416386396525,Percent,5017,77
Arkansas,Clark,35.853416386396525,Percent,5019,86
Arkansas,Clay,35.853416386396525,Percent,5021,93
Arkansas,Cleburne,35.853416386396525,Percent,5023,97
Arkansas,Cleveland,35.853416386396525,Percent,5025,103
Arkansas,Columbia,35.853416386396525,Percent,5027,107
Arkansas,Conway,35.853416386396525,Percent,5029,109
Arkansas,Craighead,35.853416386396525,Percent,5031,114
Arkansas,Crawford,35.853416386396525,Percent,5033,115
Arkansas,Crittenden,35.853416386396525,Percent,5035,119
Arkansas,Cross,35.853416386396525,Percent,5037,124
Arkansas,Dallas,35.853416386396525,Percent,5039,128
Arkansas,Desha,35.853416386396525,Percent,5041,130
Arkansas,Drew,35.853416386396525,Percent,5043,136
Arkansas,Faulkner,35.853416386396525,Percent,5045,141
Arkansas,Franklin,35.853416386396525,Percent,5047,144
Arkansas,Fulton,35.853416386396525,Percent,5049,146
Arkansas,Garland,35.853416386396525,Percent,5051,151
Arkansas,Grant,35.853416386396525,Percent,5053,155
Arkansas,Greene,35.853416386396525,Percent,5055,162
Arkansas,Hempstead,35.853416386396525,Percent,5057,172
Arkansas,Hot Spring,35.853416386396525,Percent,5059,184
Arkansas,Howard,35.853416386396525,Percent,5061,191
Arkansas,Independence,35.853416386396525,Percent,5063,200
Arkansas,Izard,35.853416386396525,Percent,5065,203
Arkansas,Jackson,35.853416386396525,Percent,5067,209
Arkansas,Jefferson,35.853416386396525,Percent,5069,213
Arkansas,Johnson,35.853416386396525,Percent,5071,218
Arkansas,Lafayette,35.853416386396525,Percent,5073,222
Arkansas,Lawrence,35.853416386396525,Percent,5075,230
Arkansas,Lee,35.853416386396525,Percent,5077,237
Arkansas,Lincoln,35.853416386396525,Percent,5079,244
Arkansas,Little River,35.853416386396525,Percent,5081,251
Arkansas,Logan,35.853416386396525,Percent,5083,258
Arkansas,Lonoke,35.853416386396525,Percent,5085,268
Arkansas,Madison,35.853416386396525,Percent,5087,277
Arkansas,Marion,35.853416386396525,Percent,5089,282
Arkansas,Miller,35.853416386396525,Percent,5091,287
Arkansas,Mississippi,35.853416386396525,Percent,5093,294
Arkansas,Monroe,35.853416386396525,Percent,5095,300
Arkansas,Montgomery,35.853416386396525,Percent,5097,304
Arkansas,Nevada,35.853416386396525,Percent,5099,307
Arkansas,Newton,35.853416386396525,Percent,5101,311
Arkansas,Ouachita,35.853416386396525,Percent,5103,316
Arkansas,Perry,35.853416386396525,Percent,5105,318
Arkansas,Phillips,35.853416386396525,Percent,5107,322
Arkansas,Pike,35.853416386396525,Percent,5109,327
Arkansas,Poinsett,35.853416386396525,Percent,5111,333
Arkansas,Polk,35.853416386396525,Percent,5113,337
Arkansas,Pope,35.853416386396525,Percent,5115,340
Arkansas,Prairie,35.853416386396525,Percent,5117,345
Arkansas,Pulaski,35.853416386396525,Percent,5119,350
Arkansas,Randolph,35.853416386396525,Percent,5121,353
Arkansas,St. Francis,35.853416386396525,Percent,5123,357
Arkansas,Saline,35.853416386396525,Percent,5125,360
Arkansas,Scott,35.853416386396525,Percent,5127,364
Arkansas,Searcy,35.853416386396525,Percent,5129,372
Arkansas,Sebastian,35.853416386396525,Percent,5131,378
Arkansas,Sevier,35.853416386396525,Percent,5133,390
Arkansas,Sharp,35.853416386396525,Percent,5135,394
Arkansas,Stone,35.853416386396525,Percent,5137,399
Arkansas,Union,35.853416386396525,Percent,5139,403
Arkansas,Van Buren,35.853416386396525,Percent,5141,407
Arkansas,Washington,35.853416386396525,Percent,5143,417
Arkansas,White,35.853416386396525,Percent,5145,428
Arkansas,Woodruff,35.853416386396525,Percent,5147,435
Arkansas,Yell,35.853416386396525,Percent,5149,438
California,Alameda,26.083952253187686,Percent,6001,457
California,Alpine,26.083952253187686,Percent,6003,461
California,Amador,26.083952253187686,Percent,6005,472
California,Butte,26.083952253187686,Percent,6007,486
California,Calaveras,26.083952253187686,Percent,6009,489
California,Colusa,26.083952253187686,Percent,6011,497
California,Contra Costa,26.083952253187686,Percent,6013,503
California,Del Norte,26.083952253187686,Percent,6015,511
California,El Dorado,26.083952253187686,Percent,6017,522
California,Fresno,26.083952253187686,Percent,6019,527
California,Glenn,26.083952253187686,Percent,6021,537
California,Humboldt,26.083952253187686,Percent,6023,551
California,Imperial,26.083952253187686,Percent,6025,557
California,Inyo,26.083952253187686,Percent,6027,562
California,Kern,26.083952253187686,Percent,6029,84
California,Kings,26.083952253187686,Percent,6031,94
California,Lake,26.083952253187686,Percent,6033,100
California,Lassen,26.083952253187686,Percent,6035,104
California,Los Angeles,26.083952253187686,Percent,6037,139
California,Madera,26.083952253187686,Percent,6039,153
California,Marin,26.083952253187686,Percent,6041,168
California,Mariposa,26.083952253187686,Percent,6043,178
California,Mendocino,26.083952253187686,Percent,6045,190
California,Merced,26.083952253187686,Percent,6047,204
California,Modoc,26.083952253187686,Percent,6049,207
California,Mono,26.083952253187686,Percent,6051,214
California,Monterey,26.083952253187686,Percent,6053,228
California,Napa,26.083952253187686,Percent,6055,236
California,Nevada,26.083952253187686,Percent,6057,243
California,Orange,26.083952253187686,Percent,6059,257
California,Placer,26.083952253187686,Percent,6061,266
California,Plumas,26.083952253187686,Percent,6063,275
California,Riverside,26.083952253187686,Percent,6065,281
California,Sacramento,26.083952253187686,Percent,6067,289
California,San Benito,26.083952253187686,Percent,6069,295
California,San Bernardino,26.083952253187686,Percent,6071,302
California,San Diego,26.083952253187686,Percent,6073,315
California,San Francisco,26.083952253187686,Percent,6075,331
California,San Joaquin,26.083952253187686,Percent,6077,339
California,San Luis Obispo,26.083952253187686,Percent,6079,351
California,San Mateo,26.083952253187686,Percent,6081,368
California,Santa Barbara,26.083952253187686,Percent,6083,391
California,Santa Clara,26.083952253187686,Percent,6085,406
California,Santa Cruz,26.083952253187686,Percent,6087,415
California,Shasta,26.083952253187686,Percent,6089,431
California,Sierra,26.083952253187686,Percent,6091,439
California,Siskiyou,26.083952253187686,Percent,6093,446
California,Solano,26.083952253187686,Percent,6095,453
California,Sonoma,26.083952253187686,Percent,6097,463
California,Stanislaus,26.083952253187686,Percent,6099,473
California,Sutter,26.083952253187686,Percent,6101,483
California,Tehama,26.083952253187686,Percent,6103,492
California,Trinity,26.083952253187686,Percent,6105,500
California,Tulare,26.083952253187686,Percent,6107,501
California,Tuolumne,26.083952253187686,Percent,6109,513
California,Ventura,26.083952253187686,Percent,6111,521
California,Yolo,26.083952253187686,Percent,6113,525
California,Yuba,26.083952253187686,Percent,6115,541
Colorado,Adams,19.974138862022304,Percent,8001,545
Colorado,Alamosa,19.974138862022304,Percent,8003,549
Colorado,Arapahoe,19.974138862022304,Percent,8005,558
Colorado,Archuleta,19.974138862022304,Percent,8007,560
Colorado,Baca,19.974138862022304,Percent,8009,563
Colorado,Bent,19.974138862022304,Percent,8011,564
Colorado,Boulder,19.974138862022304,Percent,8013,570
Colorado,Broomfield,19.974138862022304,Percent,8014,577
Colorado,Chaffee,19.974138862022304,Percent,8015,582
Colorado,Cheyenne,19.974138862022304,Percent,8017,587
Colorado,Clear Creek,19.974138862022304,Percent,8019,591
Colorado,Conejos,19.974138862022304,Percent,8021,596
Colorado,Costilla,19.974138862022304,Percent,8023,599
Colorado,Crowley,19.974138862022304,Percent,8025,605
Colorado,Custer,19.974138862022304,Percent,8027,610
Colorado,Delta,19.974138862022304,Percent,8029,617
Colorado,Denver,19.974138862022304,Percent,8031,628
Colorado,Dolores,19.974138862022304,Percent,8033,636
Colorado,Douglas,19.974138862022304,Percent,8035,644
Colorado,Eagle,19.974138862022304,Percent,8037,648
Colorado,Elbert,19.974138862022304,Percent,8039,655
Colorado,El Paso,19.974138862022304,Percent,8041,661
Colorado,Fremont,19.974138862022304,Percent,8043,664
Colorado,Garfield,19.974138862022304,Percent,8045,667
Colorado,Gilpin,19.974138862022304,Percent,8047,672
Colorado,Grand,19.974138862022304,Percent,8049,677
Colorado,Gunnison,19.974138862022304,Percent,8051,682
Colorado,Hinsdale,19.974138862022304,Percent,8053,688
Colorado,Huerfano,19.974138862022304,Percent,8055,693
Colorado,Jackson,19.974138862022304,Percent,8057,701
Colorado,Jefferson,19.974138862022304,Percent,8059,706
Colorado,Kiowa,19.974138862022304,Percent,8061,711
Colorado,Kit Carson,19.974138862022304,Percent,8063,716
Colorado,Lake,19.974138862022304,Percent,8065,721
Colorado,La Plata,19.974138862022304,Percent,8067,727
Colorado,Larimer,19.974138862022304,Percent,8069,734
Colorado,Las Animas,19.974138862022304,Percent,8071,741
Colorado,Lincoln,19.974138862022304,Percent,8073,747
Colorado,Logan,19.974138862022304,Percent,8075,749
Colorado,Mesa,19.974138862022304,Percent,8077,751
Colorado,Mineral,19.974138862022304,Percent,8079,757
Colorado,Moffat,19.974138862022304,Percent,8081,758
Colorado,Montezuma,19.974138862022304,Percent,8083,766
Colorado,Montrose,19.974138862022304,Percent,8085,769
Colorado,Morgan,19.974138862022304,Percent,8087,775
Colorado,Otero,19.974138862022304,Percent,8089,777
Colorado,Ouray,19.974138862022304,Percent,8091,780
Colorado,Park,19.974138862022304,Percent,8093,782
Colorado,Phillips,19.974138862022304,Percent,8095,785
Colorado,Pitkin,19.974138862022304,Percent,8097,789
Colorado,Prowers,19.974138862022304,Percent,8099,792
Colorado,Pueblo,19.974138862022304,Percent,8101,795
Colorado,Rio Blanco,19.974138862022304,Percent,8103,799
Colorado,Rio Grande,19.974138862022304,Percent,8105,802
Colorado,Routt,19.974138862022304,Percent,8107,809
Colorado,Saguache,19.974138862022304,Percent,8109,811
Colorado,San Juan,19.974138862022304,Percent,8111,347
Colorado,San Miguel,19.974138862022304,Percent,8113,359
Colorado,Sedgwick,19.974138862022304,Percent,8115,366
Colorado,Summit,19.974138862022304,Percent,8117,373
Colorado,Teller,19.974138862022304,Percent,8119,375
Colorado,Washington,19.974138862022304,Percent,8121,377
Colorado,Weld,19.974138862022304,Percent,8123,382
Colorado,Yuma,19.974138862022304,Percent,8125,385
Connecticut,Fairfield,18.774012234972524,Percent,9001,410
Connecticut,Hartford,18.774012234972524,Percent,9003,432
Connecticut,Litchfield,18.774012234972524,Percent,9005,443
Connecticut,Middlesex,18.774012234972524,Percent,9007,450
Connecticut,New Haven,18.774012234972524,Percent,9009,466
Connecticut,New London,18.774012234972524,Percent,9011,517
Connecticut,Tolland,18.774012234972524,Percent,9013,524
Connecticut,Windham,18.774012234972524,Percent,9015,529
Delaware,Kent,35.454339152119694,Percent,10001,532
Delaware,New Castle,35.454339152119694,Percent,10003,536
Delaware,Sussex,35.454339152119694,Percent,10005,609
District of Columbia,District of Columbia,47.04926300519806,Percent,11001,630
Florida,Alachua,28.442276233941627,Percent,12001,639
Florida,Baker,28.442276233941627,Percent,12003,641
Florida,Bay,28.442276233941627,Percent,12005,658
Florida,Bradford,28.442276233941627,Percent,12007,665
Florida,Brevard,28.442276233941627,Percent,12009,686
Florida,Broward,28.442276233941627,Percent,12011,695
Florida,Calhoun,28.442276233941627,Percent,12013,699
Florida,Charlotte,28.442276233941627,Percent,12015,743
Florida,Citrus,28.442276233941627,Percent,12017,843
Florida,Clay,28.442276233941627,Percent,12019,852
Florida,Collier,28.442276233941627,Percent,12021,894
Florida,Columbia,28.442276233941627,Percent,12023,903
Florida,DeSoto,28.442276233941627,Percent,12027,906
Florida,Dixie,28.442276233941627,Percent,12029,918
Florida,Duval,28.442276233941627,Percent,12031,924
Florida,Escambia,28.442276233941627,Percent,12033,931
Florida,Flagler,28.442276233941627,Percent,12035,935
Florida,Franklin,28.442276233941627,Percent,12037,937
Florida,Gadsden,28.442276233941627,Percent,12039,938
Florida,Gilchrist,28.442276233941627,Percent,12041,939
Florida,Glades,28.442276233941627,Percent,12043,940
Florida,Gulf,28.442276233941627,Percent,12045,941
Florida,Hamilton,28.442276233941627,Percent,12047,942
Florida,Hardee,28.442276233941627,Percent,12049,943
Florida,Hendry,28.442276233941627,Percent,12051,944
Florida,Hernando,28.442276233941627,Percent,12053,945
Florida,Highlands,28.442276233941627,Percent,12055,946
Florida,Hillsborough,28.442276233941627,Percent,12057,947
Florida,Holmes,28.442276233941627,Percent,12059,948
Florida,Indian River,28.442276233941627,Percent,12061,949
Florida,Jackson,28.442276233941627,Percent,12063,950
Florida,Jefferson,28.442276233941627,Percent,12065,951
Florida,Lafayette,28.442276233941627,Percent,12067,952
Florida,Lake,28.442276233941627,Percent,12069,953
Florida,Lee,28.442276233941627,Percent,12071,954
Florida,Leon,28.442276233941627,Percent,12073,955
Florida,Levy,28.442276233941627,Percent,12075,956
Florida,Liberty,28.442276233941627,Percent,12077,957
Florida,Madison,28.442276233941627,Percent,12079,958
Florida,Manatee,28.442276233941627,Percent,12081,959
Florida,Marion,28.442276233941627,Percent,12083,960
Florida,Martin,28.442276233941627,Percent,12085,961
Florida,Miami-Dade,28.442276233941627,Percent,12086,962
Florida,Monroe,28.442276233941627,Percent,12087,963
Florida,Nassau,28.442276233941627,Percent,12089,964
Florida,Okaloosa,28.442276233941627,Percent,12091,965
Florida,Okeechobee,28.442276233941627,Percent,12093,966
Florida,Orange,28.442276233941627,Percent,12095,967
Florida,Osceola,28.442276233941627,Percent,12097,968
Florida,Palm Beach,28.442276233941627,Percent,12099,969
Florida,Pasco,28.442276233941627,Percent,12101,970
Florida,Pinellas,28.442276233941627,Percent,12103,971
Florida,Polk,28.442276233941627,Percent,12105,972
Florida,Putnam,28.442276233941627,Percent,12107,973
Florida,St. Johns,28.442276233941627,Percent,12109,974
Florida,St. Lucie,28.442276233941627,Percent,12111,975
Florida,Santa Rosa,28.442276233941627,Percent,12113,976
Florida,Sarasota,28.442276233941627,Percent,12115,977
Florida,Seminole,28.442276233941627,Percent,12117,978
Florida,Sumter,28.442276233941627,Percent,12119,979
Florida,Suwannee,28.442276233941627,Percent,12121,980
Florida,Taylor,28.442276233941627,Percent,12123,981
Florida,Union,28.442276233941627,Percent,12125,982
Florida,Volusia,28.442276233941627,Percent,12127,983
Florida,Wakulla,28.442276233941627,Percent,12129,984
Florida,Walton,28.442276233941627,Percent,12131,985
Florida,Washington,28.442276233941627,Percent,12133,986
Georgia,Appling,35.28790912570754,Percent,13001,987
Georgia,Atkinson,35.28790912570754,Percent,13003,988
Georgia,Bacon,35.28790912570754,Percent,13005,989
Georgia,Baker,35.28790912570754,Percent,13007,990
Georgia,Baldwin,35.28790912570754,Percent,13009,991
Georgia,Banks,35.28790912570754,Percent,13011,992
Georgia,Barrow,35.28790912570754,Percent,13013,993
Georgia,Bartow,35.28790912570754,Percent,13015,994
Georgia,Ben Hill,35.28790912570754,Percent,13017,995
Georgia,Berrien,35.28790912570754,Percent,13019,996
Georgia,Bibb,35.28790912570754,Percent,13021,997
Georgia,Bleckley,35.28790912570754,Percent,13023,998
Georgia,Brantley,35.28790912570754,Percent,13025,999
Georgia,Brooks,35.28790912570754,Percent,13027,565
Georgia,Bryan,35.28790912570754,Percent,13029,573
Georgia,Bulloch,35.28790912570754,Percent,13031,579
Georgia,Burke,35.28790912570754,Percent,13033,583
Georgia,Butts,35.28790912570754,Percent,13035,588
Georgia,Calhoun,35.28790912570754,Percent,13037,592
Georgia,Camden,35.28790912570754,Percent,13039,603
Georgia,Candler,35.28790912570754,Percent,13043,616
Georgia,Carroll,35.28790912570754,Percent,13045,620
Georgia,Catoosa,35.28790912570754,Percent,13047,626
Georgia,Charlton,35.28790912570754,Percent,13049,635
Georgia,Chatham,35.28790912570754,Percent,13051,646
Georgia,Chattahoochee,35.28790912570754,Percent,13053,656
Georgia,Chattooga,35.28790912570754,Percent,13055,659
Georgia,Cherokee,35.28790912570754,Percent,13057,662
Georgia,Clarke,35.28790912570754,Percent,13059,666
Georgia,Clay,35.28790912570754,Percent,13061,670
Georgia,Clayton,35.28790912570754,Percent,13063,673
Georgia,Clinch,35.28790912570754,Percent,13065,676
Georgia,Cobb,35.28790912570754,Percent,13067,680
Georgia,Coffee,35.28790912570754,Percent,13069,684
Georgia,Colquitt,35.28790912570754,Percent,13071,689
Georgia,Columbia,35.28790912570754,Percent,13073,692
Georgia,Cook,35.28790912570754,Percent,13075,697
Georgia,Coweta,35.28790912570754,Percent,13077,700
Georgia,Crawford,35.28790912570754,Percent,13079,704
Georgia,Crisp,35.28790912570754,Percent,13081,707
Georgia,Dade,35.28790912570754,Percent,13083,708
Georgia,Dawson,35.28790912570754,Percent,13085,713
Georgia,Decatur,35.28790912570754,Percent,13087,714
Georgia,DeKalb,35.28790912570754,Percent,13089,718
Georgia,Dodge,35.28790912570754,Percent,13091,720
Georgia,Dooly,35.28790912570754,Percent,13093,724
Georgia,Dougherty,35.28790912570754,Percent,13095,728
Georgia,Douglas,35.28790912570754,Percent,13097,731
Georgia,Early,35.28790912570754,Percent,13099,735
Georgia,Echols,35.28790912570754,Percent,13101,737
Georgia,Effingham,35.28790912570754,Percent,13103,742
Georgia,Elbert,35.28790912570754,Percent,13105,746
Georgia,Emanuel,35.28790912570754,Percent,13107,750
Georgia,Evans,35.28790912570754,Percent,13109,754
Georgia,Fannin,35.28790912570754,Percent,13111,755
Georgia,Fayette,35.28790912570754,Percent,13113,760
Georgia,Floyd,35.28790912570754,Percent,13115,764
Georgia,Forsyth,35.28790912570754,Percent,13117,768
Georgia,Franklin,35.28790912570754,Percent,13119,772
Georgia,Fulton,35.28790912570754,Percent,13121,779
Georgia,Gilmer,35.28790912570754,Percent,13123,781
Georgia,Glascock,35.28790912570754,Percent,13125,783
Georgia,Glynn,35.28790912570754,Percent,13127,793
Georgia,Gordon,35.28790912570754,Percent,13129,796
Georgia,Grady,35.28790912570754,Percent,13131,797
Georgia,Greene,35.28790912570754,Percent,13133,800
Georgia,Gwinnett,35.28790912570754,Percent,13135,804
Georgia,Habersham,35.28790912570754,Percent,13137,806
Georgia,Hall,35.28790912570754,Percent,13139,808
Georgia,Hancock,35.28790912570754,Percent,13141,810
Georgia,Haralson,35.28790912570754,Percent,13143,813
Georgia,Harris,35.28790912570754,Percent,13145,814
Georgia,Hart,35.28790912570754,Percent,13147,816
Georgia,Heard,35.28790912570754,Percent,13149,817
Georgia,Henry,35.28790912570754,Percent,13151,820
Georgia,Houston,35.28790912570754,Percent,13153,823
Georgia,Irwin,35.28790912570754,Percent,13155,825
Georgia,Jackson,35.28790912570754,Percent,13157,828
Georgia,Jasper,35.28790912570754,Percent,13159,830
Georgia,Jeff Davis,35.28790912570754,Percent,13161,832
Georgia,Jefferson,35.28790912570754,Percent,13163,834
Georgia,Jenkins,35.28790912570754,Percent,13165,835
Georgia,Johnson,35.28790912570754,Percent,13167,837
Georgia,Jones,35.28790912570754,Percent,13169,839
Georgia,Lamar,35.28790912570754,Percent,13171,841
Georgia,Lanier,35.28790912570754,Percent,13173,845
Georgia,Laurens,35.28790912570754,Percent,13175,847
Georgia,Lee,35.28790912570754,Percent,13177,849
Georgia,Liberty,35.28790912570754,Percent,13179,855
Georgia,Lincoln,35.28790912570754,Percent,13181,857
Georgia,Long,35.28790912570754,Percent,13183,860
Georgia,Lowndes,35.28790912570754,Percent,13185,863
Georgia,Lumpkin,35.28790912570754,Percent,13187,865
Georgia,McDuffie,35.28790912570754,Percent,13189,868
Georgia,McIntosh,35.28790912570754,Percent,13191,871
Georgia,Macon,35.28790912570754,Percent,13193,874
Georgia,Madison,35.28790912570754,Percent,13195,875
Georgia,Marion,35.28790912570754,Percent,13197,877
Georgia,Meriwether,35.28790912570754,Percent,13199,879
Georgia,Miller,35.28790912570754,Percent,13201,881
Georgia,Mitchell,35.28790912570754,Percent,13205,883
Georgia,Monroe,35.28790912570754,Percent,13207,885
Georgia,Montgomery,35.28790912570754,Percent,13209,887
Georgia,Morgan,35.28790912570754,Percent,13211,890
Georgia,Murray,35.28790912570754,Percent,13213,892
Georgia,Muscogee,35.28790912570754,Percent,13215,896
Georgia,Newton,35.28790912570754,Percent,13217,899
Georgia,Oconee,35.28790912570754,Percent,13219,901
Georgia,Oglethorpe,35.28790912570754,Percent,13221,905
Georgia,Paulding,35.28790912570754,Percent,13223,908
Georgia,Peach,35.28790912570754,Percent,13225,910
Georgia,Pickens,35.28790912570754,Percent,13227,912
Georgia,Pierce,35.28790912570754,Percent,13229,915
Georgia,Pike,35.28790912570754,Percent,13231,7
Georgia,Polk,35.28790912570754,Percent,13233,8
Georgia,Pulaski,35.28790912570754,Percent,13235,11
Georgia,Putnam,35.28790912570754,Percent,13237,13
Georgia,Quitman,35.28790912570754,Percent,13239,16
Georgia,Rabun,35.28790912570754,Percent,13241,18
Georgia,Randolph,35.28790912570754,Percent,13243,23
Georgia,Richmond,35.28790912570754,Percent,13245,24
Georgia,Rockdale,35.28790912570754,Percent,13247,28
Georgia,Schley,35.28790912570754,Percent,13249,31
Georgia,Screven,35.28790912570754,Percent,13251,34
Georgia,Seminole,35.28790912570754,Percent,13253,38
Georgia,Spalding,35.28790912570754,Percent,13255,41
Georgia,Stephens,35.28790912570754,Percent,13257,45
Georgia,Stewart,35.28790912570754,Percent,13259,48
Georgia,Sumter,35.28790912570754,Percent,13261,52
