PWSID,PWS Name,Approximate Address,Postal,Primacy Agency,EPA Region,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits,Longitude,Latitude,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax
WA53AC833,OHana Coffee,"1522 S Golf Course Rd, Port Angeles, Washington, 98362",98362,Washington,Region 10,Transient non-community system,52,,Clallam,1,0,0,-123.402564,48.093014,-123.402564,48.093014,-123.412564,-123.392564,48.083014,48.103014
WA5309920,BUSH PT SHORES COMM ASSOC INC,"98249, Freeland, Washington",98249,Washington,Region 10,Transient non-community system,44,,Island,2,2,0,-122.521187,48.010375,-122.521187,48.010375,-122.607187,-122.435187,47.924375,48.096375
WA5323486,WANDERING CREEK HOMEOWNERS ASSN,"98082, Mill Creek, Washington",98082,Washington,Region 10,Community water system,456,,Snohomish,3,1,2,-122.21936,47.853859,-122.21936,47.853859,-122.22436,-122.21436,47.848859,47.858859
WA5359994,NORTH BAINBRIDGE WATER CO,"98370, Poulsbo, Washington",98370,Washington,Region 10,Community water system,5035,,Kitsap,15,160,0,-122.644361,47.74384,-122.644361,47.74384,-122.757361,-122.531361,47.63084,47.85684
WA5361101,MARYS CORNER MARKET,"98565, Napavine, Washington",98565,Washington,Region 10,Transient non-community system,410,,Lewis,4,27,0,-122.905789,46.573824,-122.905789,46.573824,-122.911789,-122.899789,46.567824,46.579824
WA5315112,COTTONWOOD GLEN WATER ASSN,"3351 Ranch Rd, Walla Walla, Washington, 99362",99362,Washington,Region 10,Community water system,65,,Walla Walla,3,24,0,-118.311468,46.023523,-118.311468,46.023523,-118.321468,-118.301468,46.013523,46.033523
WA5315130,COUGAR CREST,"98366, South Park Village, Washington",98366,Washington,Region 10,Community water system,240,,Cowlitz,1,22,0,-122.650051,47.518729,-122.650051,47.518729,-122.819051,-122.481051,47.349729,47.687729
WA53AA655,KADOWS MARINA,"10612 NW Lower River Rd, Vancouver, Washington, 98660",98660,Washington,Region 10,Transient non-community system,30,,Clark,3,3,0,-122.760977,45.697659,-122.761181,45.69772,-122.761977,-122.759977,45.696659,45.698659
WA5307066,BRINNONWOLD ASSOC,"98366, South Park Village, Washington",98366,Washington,Region 10,Transient non-community system,11,,Jefferson,8,12,0,-122.650051,47.518729,-122.650051,47.518729,-122.819051,-122.481051,47.349729,47.687729
WA5306218,ALPHA MODULAR STRUCTURES,"1162 NW State Ave, Chehalis, Washington, 98532",98532,Washington,Region 10,Non-Transient non-community system,60,,Lewis,4,35,0,-122.973962,46.671935,-122.973291,46.67199,-122.974962,-122.972962,46.670935,46.672935
WA5306837,Boise Cascade - Arden Lumber,"1274 S Boise Rd, Kettle Falls, Washington, 99141",99141,Washington,Region 10,Non-Transient non-community system,61,,Stevens,4,10,0,-118.115511,48.613266,-118.116261,48.61325,-118.116511,-118.114511,48.612266,48.614266
WA5398000,WITHROW WATER WORKS,"98830, Mansfield, Washington",98830,Washington,Region 10,Community water system,80,,Douglas,3,14,0,-119.396186,47.916537,-119.396186,47.916537,-119.866186,-118.926186,47.446537,48.386537
WA53AB856,SOUTH ARBOR,"98366, South Park Village, Washington",98366,Washington,Region 10,Transient non-community system,34,,Grays Harbor,1,0,0,-122.650051,47.518729,-122.650051,47.518729,-122.819051,-122.481051,47.349729,47.687729
WA5300744,DECATUR HEAD BEACH ASSOCIATION,"Decatur Pl, Anacortes, Washington, 98221",98221,Washington,Region 10,Transient non-community system,25,,San Juan,3,1,0,-122.584883,48.537808,-122.584883,48.537808,-122.585883,-122.583883,48.536808,48.538808
WA5315064,SAMISH PARK,"3373 Mt Baker Hwy, Bellingham, Washington, 98226",98226,Washington,Region 10,Transient non-community system,214,,Whatcom,3,10,0,-122.306258,48.831534,-122.306021,48.83092,-122.307258,-122.305258,48.830534,48.832534
WA5313923,COACH POST MOBILE PARK,"98366, South Park Village, Washington",98366,Washington,Region 10,Community water system,65,,Thurston,2,33,0,-122.650051,47.518729,-122.650051,47.518729,-122.819051,-122.481051,47.349729,47.687729
WA5318707,STILLI RIDGE ESTATES,"7511 Greenwood Ave N, Seattle, Washington, 98103",98103,Washington,Region 10,Community water system,72,,Snohomish,5,281,0,-122.355341,47.6837,-122.355601,47.6837,-122.356341,-122.354341,47.6827,47.6847
