PWSID,PWS Name,Approximate Address,Postal,Primacy Agency,EPA Region,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits,Longitude,Latitude,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax
HI0000238,MANELE BAY,"1311 Fraser Ave, Lanai City, Hawaii, 96763",96763,Hawaii,Region 9,Non-Transient non-community system,520,LANAI,,8,2,6,-156.918177,20.818118,-156.919451,20.81878,-156.919177,-156.917177,20.817118,20.819118
HI0000160,LALAMILO,"96720, Hilo, Hawaii",96720,Hawaii,Region 9,Community water system,1903,LALAMILO,,15,1,2,-155.088864,19.725163,-155.088864,19.725163,-155.481864,-154.695864,19.332163,20.118163
HI0000161,HAINA,"96720, Hilo, Hawaii",96720,Hawaii,Region 9,Community water system,2316,HAINA,,5,0,2,-155.088864,19.725163,-155.088864,19.725163,-155.481864,-154.695864,19.332163,20.118163
HI0000106,PEPEEKEO,"96720, Hilo, Hawaii",96720,Hawaii,Region 9,Community water system,1496,PEPEEKEO,,6,0,10,-155.088864,19.725163,-155.088864,19.725163,-155.481864,-154.695864,19.332163,20.118163
HI0000107,PAPAIKOU,"96720, Hilo, Hawaii",96720,Hawaii,Region 9,Community water system,2426,PAPAIKOU,,10,1,10,-155.088864,19.725163,-155.088864,19.725163,-155.481864,-154.695864,19.332163,20.118163
HI0000111,PAHOA,"96720, Hilo, Hawaii",96720,Hawaii,Region 9,Community water system,2937,PAHOA,,8,1,9,-155.088864,19.725163,-155.088864,19.725163,-155.481864,-154.695864,19.332163,20.118163
HI0000325,LAIE WATER COMPANY,"96762, Laie, Hawaii",96762,Hawaii,Region 9,Community water system,5577,LAIE,,15,1,8,-157.926516,21.650532,-157.926516,21.650532,-157.991516,-157.861516,21.585532,21.715532
HI0000201,HANA WATER RESOURCES,"96713, Hana, Hawaii",96713,Hawaii,Region 9,Community water system,816,KEOLA HANA-HOTEL DHO,,5,7,8,-156.031396,20.785091,-156.031396,20.785091,-156.177396,-155.885396,20.639091,20.931091
HI0000243,HANA WATER COMPANY,"96713, Hana, Hawaii",96713,Hawaii,Region 9,Community water system,160,KAELEKU AG PARK HANA,,3,3,6,-156.031396,20.785091,-156.031396,20.785091,-156.177396,-155.885396,20.639091,20.931091
HI0000417,GAY & ROBINSON,"96747, Kaumakani, Hawaii",96747,Hawaii,Region 9,Community water system,999,KAUMAKANI,,5,9,18,-159.61997,21.91803,-159.61997,21.91803,-159.64097,-159.59897,21.89703,21.93903
HI0000248,KAWELA PLANTATION,"96748, Kaunakakai, Hawaii",96748,Hawaii,Region 9,Community water system,160,KAWELA,,8,1,4,-157.02014,21.090331,-157.02014,21.090331,-157.33914,-156.70114,20.771331,21.409331
HI0000230,HOOLEHUA,"96748, Kaunakakai, Hawaii",96748,Hawaii,Region 9,Community water system,1900,HOOLEHUA,,5,7,14,-157.02014,21.090331,-157.02014,21.090331,-157.33914,-156.70114,20.771331,21.409331
HI0000237,LANAI CITY,"1311 Fraser Ave, Lanai City, Hawaii, 96763",96763,Hawaii,Region 9,Community water system,3000,LANAI,,14,2,6,-156.918177,20.818118,-156.919451,20.81878,-156.919177,-156.917177,20.817118,20.819118
HI0000166,WOOD VALLEY,"96777, Pahala, Hawaii",96777,Hawaii,Region 9,Community water system,75,PAHALA,,3,0,2,-155.476971,19.201991,-155.476971,19.201991,-155.626971,-155.326971,19.051991,19.351991
