PWSID,PWS Name,Approximate Address,Postal,Primacy Agency,EPA Region,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits,Longitude,Latitude,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax
NH2007030,BAXTER LAKE RECREATION,"101 Four Rod Rd, Rochester, New Hampshire, 03867",03867,New Hampshire,Region 1,Transient non-community system,550,ROCHESTER,Strafford,5,9,2,-71.037379,43.317288,-71.037379,43.317288,-71.047379,-71.027379,43.307288,43.327288
NH2458080,WEARE TOWNE GRILLE,"173 S Stark Hwy, Weare, Town of, New Hampshire, 03281",03281,New Hampshire,Region 1,Transient non-community system,54,WEARE,Hillsborough,1,8,2,-71.659626,43.039442,-71.659421,43.0389,-71.660626,-71.658626,43.038442,43.040442
NH1528080,SHEP BROWNS BOAT BASIN,"42 Skyline Dr, Moultonborough, Town of, New Hampshire, 03254",03254,New Hampshire,Region 1,Transient non-community system,25,MEREDITH,Belknap,1,0,2,-71.391242,43.771635,-71.392191,43.77188,-71.392242,-71.390242,43.770635,43.772635
NH2547050,WINDHAM GOLF CLUB,"03087, Windham, New Hampshire",03087,New Hampshire,Region 1,Transient non-community system,50,WINDHAM,Rockingham,2,6,3,-71.300773,42.80536,-71.300773,42.80536,-71.365773,-71.235773,42.74036,42.87036
NH2548040,YANKEE TRADER,"46 Lowell Rd, Windham, Town of, New Hampshire, 03087",03087,New Hampshire,Region 1,Transient non-community system,25,WINDHAM,Rockingham,2,2,2,-71.307708,42.790849,-71.308871,42.79083,-71.308708,-71.306708,42.789849,42.791849
NH1948090,PLYMOUTH MOBIL,"2 International Way, Lawrence, Massachusetts, 01843",01843,New Hampshire,Region 1,Transient non-community system,300,PLYMOUTH,Grafton,1,11,2,-71.178714,42.690005,-71.179071,42.69041,-71.179714,-71.177714,42.689005,42.691005
NH1408080,SPEEDWAY CONVENIENCE STORE,"1 Roberts Rd, Plymouth, Town of, Massachusetts, 02360",02360,New Hampshire,Region 1,Transient non-community system,125,LOUDON,Merrimack,2,16,2,-70.732782,41.913688,-70.732511,41.91405,-70.733782,-70.731782,41.912688,41.914688
NH0821010,FITZWILLIAM VILLAGE/PRIGGE,"RT-12, Fitzwilliam, New Hampshire, 03447",03447,New Hampshire,Region 1,Community water system,43,FITZWILLIAM,Cheshire,2,24,4,-72.119391,42.76553,-72.119391,42.76553,-72.170391,-72.068391,42.71453,42.81653
NH2357080,LOCHMERE GOLF CLUB,"03252, Lochmere, New Hampshire",03252,New Hampshire,Region 1,Transient non-community system,100,TILTON,Belknap,3,2,2,-71.538811,43.473051,-71.538811,43.473051,-71.543811,-71.533811,43.468051,43.478051
NH1847010,ADVENTURER CAMPGROUND,"15 Gile Rd, Ossipee, Town of, New Hampshire, 03864",03864,New Hampshire,Region 1,Transient non-community system,100,OSSIPEE,Carroll,1,6,2,-71.102977,43.706414,-71.102651,43.70614,-71.103977,-71.101977,43.705414,43.707414
