State,County,Agency,Ori,total aggravated-assault crimes (2015-2023),total aggravated-assault cleared crimes (2015-2023),total aggravated-assault actual crimes (2015-2023),total violent-crime crimes (2015-2023),total violent-crime cleared crimes (2015-2023),total violent-crime actual crimes (2015-2023),total arson crimes (2015-2023),total arson cleared crimes (2015-2023),total arson actual crimes (2015-2023),total human-trafficing crimes (2015-2023),total human-trafficing cleared crimes (2015-2023),total human-trafficing actual crimes (2015-2023),total rape-legacy crimes (2015-2023),total rape-legacy cleared crimes (2015-2023),total rape-legacy actual crimes (2015-2023),total homicide crimes (2015-2023),total homicide cleared crimes (2015-2023),total homicide actual crimes (2015-2023),total burglary crimes (2015-2023),total burglary cleared crimes (2015-2023),total burglary actual crimes (2015-2023),total motor-vehicle-theft crimes (2015-2023),total motor-vehicle-theft cleared crimes (2015-2023),total motor-vehicle-theft actual crimes (2015-2023),total larceny crimes (2015-2023),total larceny cleared crimes (2015-2023),total larceny actual crimes (2015-2023),total rape crimes (2015-2023),total rape cleared crimes (2015-2023),total rape actual crimes (2015-2023),total property-crime crimes (2015-2023),total property-crime cleared crimes (2015-2023),total property-crime actual crimes (2015-2023),Latitude,Longitude
Connecticut,NEW LONDON,New London Police Department,CT0009500,811,322,489,1324,431,893,61,16,45,0,0,0,110,5,105,27,13,14,919,143,776,678,76,602,3697,453,3244,160,11,149,5294,672,4622,41.3566,-72.09597
Connecticut,LITCHFIELD,New Milford Police Department,CT0009600,141,60,81,238,80,158,16,6,10,1,0,1,34,5,29,7,2,5,61,13,48,145,21,124,2136,380,1756,60,8,52,2342,414,1928,41.791883,-73.235404
Connecticut,FAIRFIELD,Newtown Police Department,CT0009700,49,22,27,97,39,58,8,3,5,0,0,0,7,1,6,0,0,0,142,18,124,86,4,82,713,93,620,24,7,17,941,115,826,41.409485,-73.305756
Connecticut,NEW HAVEN,North Branford Police Department,CT0009900,26,10,16,69,21,48,0,0,0,0,0,0,18,3,15,0,0,0,178,36,142,109,10,99,955,104,851,29,7,22,1242,150,1092,41.349717,-72.900204
Connecticut,NEW HAVEN,North Haven Police Department,CT0010100,100,44,56,206,77,129,5,0,5,1,0,1,8,0,8,2,0,2,747,92,655,419,37,382,3758,542,3216,11,1,10,4924,671,4253,41.387096,-72.8615
Connecticut,FAIRFIELD,Norwalk Police Department,CT0010300,1956,820,1136,2500,968,1532,38,9,29,2,1,1,69,20,49,18,7,11,1403,203,1200,1213,91,1122,10365,1546,8819,139,40,99,12981,1840,11141,41.096684,-73.42238
Connecticut,NEW LONDON,Norwich Police Department,CT0010400,1049,446,603,1584,595,989,75,18,57,1,0,1,112,17,95,19,10,9,1245,223,1022,468,59,409,4042,825,3217,207,38,169,5755,1107,4648,41.516167,-72.08029
Connecticut,MIDDLESEX,Old Saybrook Police Department,CT0010600,77,36,41,92,42,50,0,0,0,0,0,0,5,2,3,5,2,3,75,30,45,53,15,38,956,289,667,7,3,4,1084,334,750,41.434525,-72.524227
Connecticut,NEW HAVEN,Orange Police Department,CT0010700,14,6,8,99,31,68,2,0,2,0,0,0,4,1,3,2,1,1,324,60,264,229,19,210,3816,884,2932,8,1,7,4369,963,3406,41.349717,-72.900204
Connecticut,WINDHAM,Plainfield Police Department,CT0010900,110,53,57,212,75,137,8,3,5,1,0,1,42,8,34,2,1,1,74,13,61,80,7,73,385,78,307,85,17,68,539,98,441,41.824999,-71.990702
Connecticut,HARTFORD,Plainville Police Department,CT0011000,338,175,163,458,219,239,8,1,7,0,0,0,16,1,15,4,2,2,380,78,302,253,20,233,3755,692,3063,27,5,22,4388,790,3598,41.673176,-72.865486
Connecticut,LITCHFIELD,Plymouth Police Department,CT0011100,35,13,22,66,22,44,3,0,3,0,0,0,3,0,3,0,0,0,157,24,133,140,20,120,871,114,757,14,5,9,1168,158,1010,41.791883,-73.235404
Connecticut,MIDDLESEX,Portland Police Department,CT0011300,60,24,36,68,25,43,1,0,1,0,0,0,0,0,0,0,0,0,93,12,81,67,5,62,451,57,394,2,1,1,611,74,537,41.57564,-72.63865
Connecticut,WINDHAM,Putnam Police Department,CT0011600,187,84,103,284,107,177,12,3,9,0,0,0,50,13,37,2,1,1,154,22,132,47,2,45,702,117,585,71,14,57,903,141,762,41.9213,-71.91015
Connecticut,FAIRFIELD,Redding Police Department,CT0011700,12,5,7,24,9,15,0,0,0,0,0,0,7,2,5,0,0,0,73,9,64,16,1,15,280,14,266,7,2,5,369,24,345,41.302574,-73.38424
