State,County,Agency,Ori,total aggravated-assault crimes (2015-2023),total aggravated-assault cleared crimes (2015-2023),total aggravated-assault actual crimes (2015-2023),total violent-crime crimes (2015-2023),total violent-crime cleared crimes (2015-2023),total violent-crime actual crimes (2015-2023),total arson crimes (2015-2023),total arson cleared crimes (2015-2023),total arson actual crimes (2015-2023),total human-trafficing crimes (2015-2023),total human-trafficing cleared crimes (2015-2023),total human-trafficing actual crimes (2015-2023),total rape-legacy crimes (2015-2023),total rape-legacy cleared crimes (2015-2023),total rape-legacy actual crimes (2015-2023),total homicide crimes (2015-2023),total homicide cleared crimes (2015-2023),total homicide actual crimes (2015-2023),total burglary crimes (2015-2023),total burglary cleared crimes (2015-2023),total burglary actual crimes (2015-2023),total motor-vehicle-theft crimes (2015-2023),total motor-vehicle-theft cleared crimes (2015-2023),total motor-vehicle-theft actual crimes (2015-2023),total larceny crimes (2015-2023),total larceny cleared crimes (2015-2023),total larceny actual crimes (2015-2023),total rape crimes (2015-2023),total rape cleared crimes (2015-2023),total rape actual crimes (2015-2023),total property-crime crimes (2015-2023),total property-crime cleared crimes (2015-2023),total property-crime actual crimes (2015-2023),Latitude,Longitude
Idaho,NEZ PERCE,Nez Perce County Sheriff's Office,ID0350000,106,51,55,132,60,72,0,0,0,0,0,0,10,2,8,6,3,3,190,36,154,40,5,35,413,60,353,19,6,13,643,101,542,46.333766,-116.760903
Idaho,NEZ PERCE,Lewiston Police Department,ID0350200,484,208,276,743,287,456,34,11,23,0,0,0,121,39,82,15,5,10,1932,323,1609,584,61,523,6752,1021,5731,192,55,137,9268,1405,7863,46.4178,-117.01638
Idaho,ONEIDA,Oneida County Sheriff's Office,ID0360000,55,19,36,79,28,51,0,0,0,0,0,0,8,2,6,0,0,0,100,7,93,30,8,22,212,38,174,18,6,12,342,53,289,42.186516,-112.244606
Idaho,OWYHEE,Owyhee County Sheriff's Office,ID0370000,288,120,168,347,138,209,7,1,6,0,0,0,46,14,32,3,1,2,185,35,150,92,15,77,347,42,305,54,16,38,624,92,532,42.593063,-116.142655
Idaho,OWYHEE,Homedale Police Department,ID0370100,110,29,81,125,30,95,1,0,1,0,0,0,9,0,9,0,0,0,143,18,125,54,4,50,248,28,220,13,1,12,445,50,395,42.593063,-116.142655
Idaho,PAYETTE,Payette County Sheriff's Office,ID0380000,250,115,135,288,129,159,5,2,3,0,0,0,20,8,12,0,0,0,168,33,135,97,22,75,493,62,431,33,13,20,758,117,641,44.07812,-116.93004
Idaho,PAYETTE,Fruitland Police Department,ID0380100,43,13,30,70,17,53,0,0,0,3,1,2,10,0,10,0,0,0,156,14,142,32,2,30,270,16,254,17,1,16,458,32,426,44.00274,-116.748655
Idaho,PAYETTE,Payette Police Department,ID0380300,287,125,162,360,154,206,28,11,17,0,0,0,43,18,25,0,0,0,211,48,163,150,43,107,947,178,769,66,27,39,1308,269,1039,44.0748,-116.9365
Idaho,POWER,Power County Sheriff's Office,ID0390000,62,27,35,79,33,46,4,2,2,0,0,0,16,6,10,0,0,0,55,5,50,55,7,48,204,21,183,17,6,11,314,33,281,42.782623,-112.848564
Idaho,POWER,American Falls Police Department,ID0390100,106,49,57,119,54,65,4,2,2,0,0,0,4,1,3,0,0,0,103,24,79,62,17,45,431,116,315,8,3,5,596,157,439,42.694126,-112.844407
Idaho,SHOSHONE,Shoshone County Sheriff's Office,ID0400000,383,174,209,468,208,260,15,4,11,0,0,0,42,19,23,2,1,1,329,47,282,124,23,101,828,184,644,74,30,44,1281,254,1027,47.471626,-115.92217
Idaho,SHOSHONE,Kellogg Police Department,ID0400100,106,46,60,122,51,71,6,0,6,0,0,0,9,4,5,0,0,0,125,15,110,40,6,34,258,39,219,14,5,9,423,60,363,47.538784,-116.13882
Idaho,SHOSHONE,Osburn Police Department,ID0400300,34,16,18,45,20,25,0,0,0,0,0,0,6,3,3,0,0,0,80,13,67,15,6,9,92,23,69,8,3,5,187,42,145,47.347694,-115.885092
Idaho,SHOSHONE,Pinehurst Police Department,ID0400400,12,5,7,17,7,10,1,0,1,0,0,0,4,2,2,0,0,0,19,3,16,6,0,6,91,17,74,5,2,3,116,20,96,47.347694,-115.885092
Idaho,TETON,Teton County Sheriff's Office,ID0410000,120,53,67,161,64,97,2,1,1,0,0,0,12,3,9,2,1,1,90,5,85,33,7,26,350,56,294,38,10,28,473,68,405,43.760994,-111.211765
Idaho,TWIN FALLS,Twin Falls County Sheriff's Office,ID0420000,410,149,261,471,153,318,12,1,11,0,0,0,32,1,31,4,2,2,724,47,677,144,18,126,558,39,519,48,1,47,1426,104,1322,42.352309,-114.665639
Idaho,TWIN FALLS,Buhl Police Department,ID0420100,124,51,73,156,60,96,12,2,10,0,0,0,14,3,11,3,1,2,126,15,111,53,17,36,430,73,357,23,5,18,609,105,504,42.599926,-114.761
