State,County,Agency,Ori,total aggravated-assault crimes (2015-2023),total aggravated-assault cleared crimes (2015-2023),total aggravated-assault actual crimes (2015-2023),total violent-crime crimes (2015-2023),total violent-crime cleared crimes (2015-2023),total violent-crime actual crimes (2015-2023),total arson crimes (2015-2023),total arson cleared crimes (2015-2023),total arson actual crimes (2015-2023),total human-trafficing crimes (2015-2023),total human-trafficing cleared crimes (2015-2023),total human-trafficing actual crimes (2015-2023),total rape-legacy crimes (2015-2023),total rape-legacy cleared crimes (2015-2023),total rape-legacy actual crimes (2015-2023),total homicide crimes (2015-2023),total homicide cleared crimes (2015-2023),total homicide actual crimes (2015-2023),total burglary crimes (2015-2023),total burglary cleared crimes (2015-2023),total burglary actual crimes (2015-2023),total motor-vehicle-theft crimes (2015-2023),total motor-vehicle-theft cleared crimes (2015-2023),total motor-vehicle-theft actual crimes (2015-2023),total larceny crimes (2015-2023),total larceny cleared crimes (2015-2023),total larceny actual crimes (2015-2023),total rape crimes (2015-2023),total rape cleared crimes (2015-2023),total rape actual crimes (2015-2023),total property-crime crimes (2015-2023),total property-crime cleared crimes (2015-2023),total property-crime actual crimes (2015-2023),Latitude,Longitude
Georgia,BURKE,Waynesboro Police Department,GA0170100,306,41,265,407,63,344,6,2,4,0,0,0,18,5,13,17,7,10,422,22,400,135,19,116,1636,180,1456,12,2,10,2193,221,1972,33.091118,-82.015236
Georgia,BURKE,Midville Police Department,GA0170200,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.050819,-82.011571
Georgia,BURKE,Sardis Police Department,GA0170300,45,21,24,51,24,27,0,0,0,0,0,0,0,0,0,2,1,1,72,29,43,36,15,21,191,83,108,0,0,0,299,127,172,33.050819,-82.011571
Georgia,BUTTS,Butts County Sheriff's Office,GA0180000,494,122,372,628,171,457,13,4,9,0,0,0,26,8,18,17,8,9,580,253,327,362,127,235,2623,1001,1622,45,15,30,3565,1381,2184,33.296364,-83.94759
Georgia,BUTTS,Jackson Police Department,GA0180100,82,28,54,119,38,81,3,1,2,0,0,0,4,1,3,2,1,1,163,37,126,68,18,50,937,301,636,6,0,6,1168,356,812,33.290355,-83.958221
Georgia,CALHOUN,Calhoun County Sheriff's Office,GA0190000,9,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,2,9,4,0,4,9,0,9,0,0,0,24,2,22,31.521279,-84.62629
Georgia,"CALHOUN, EARLY",Arlington Police Department,GA0190100,47,18,29,54,20,34,0,0,0,0,0,0,0,0,0,2,1,1,52,8,44,14,5,9,93,21,72,0,0,0,159,34,125,31.521279,-84.62629
Georgia,CALHOUN,Edison Police Department,GA0190200,18,0,18,23,1,22,1,0,1,0,0,0,1,0,1,1,0,1,15,1,14,9,2,7,32,1,31,1,0,1,56,4,52,31.521279,-84.62629
Georgia,CALHOUN,Leary Police Department,GA0190300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,2,31.521279,-84.62629
Georgia,CAMDEN,Camden County Sheriff's Office,GA0200000,201,54,147,237,59,178,3,1,2,1,0,1,11,0,11,6,1,5,249,9,240,76,7,69,829,72,757,11,0,11,1154,88,1066,30.913347,-81.642001
Georgia,CAMDEN,Kingsland Police Department,GA0200100,259,32,227,312,44,268,8,1,7,0,0,0,4,1,3,4,1,3,343,33,310,122,13,109,1394,138,1256,14,5,9,1859,184,1675,30.913347,-81.642001
Georgia,CAMDEN,St. Marys Police Department,GA0200200,75,18,57,83,19,64,3,1,2,0,0,0,5,0,5,0,0,0,52,12,40,14,5,9,268,70,198,4,0,4,334,87,247,30.753582,-81.52441
Georgia,CANDLER,Candler County Sheriff's Office,GA0210000,77,22,55,95,22,73,5,2,3,0,0,0,7,0,7,0,0,0,100,5,95,32,6,26,402,24,378,13,0,13,534,35,499,32.403997,-82.07131
Georgia,CANDLER,Metter Police Department,GA0210100,83,15,68,148,21,127,15,3,12,0,0,0,13,1,12,4,1,3,204,16,188,75,16,59,718,79,639,21,1,20,997,111,886,32.403997,-82.07131
Georgia,CARROLL,Carroll County Sheriff's Office,GA0220000,1406,480,926,1726,549,1177,77,19,58,0,0,0,96,13,83,19,9,10,3089,350,2739,1252,183,1069,6060,540,5520,134,20,114,10401,1073,9328,33.56817,-85.03639
Georgia,CARROLL,Carrollton Police Department,GA0220100,882,247,635,1208,314,894,20,5,15,0,0,0,55,7,48,9,4,5,853,76,777,411,85,326,7568,1584,5984,99,15,84,8832,1745,7087,33.582237,-85.080527
Georgia,"CARROLL, DOUGLAS",Villa Rica Police Department,GA0220200,488,183,305,633,224,409,20,6,14,0,0,0,33,9,24,6,2,4,558,107,451,301,89,212,4314,1265,3049,45,12,33,5173,1461,3712,33.582237,-85.080527
Georgia,CARROLL,Bowdon Police Department,GA0220300,40,8,32,47,8,39,1,0,1,0,0,0,0,0,0,1,0,1,64,12,52,19,1,18,261,47,214,2,0,2,344,60,284,33.538067,-85.252075
Georgia,CARROLL,Temple Police Department,GA0220400,91,28,63,114,31,83,0,0,0,3,0,3,6,0,6,0,0,0,177,28,149,93,22,71,835,175,660,10,1,9,1105,225,880,33.582237,-85.080527
