State,County,Agency,Ori,total aggravated-assault crimes (2015-2023),total aggravated-assault cleared crimes (2015-2023),total aggravated-assault actual crimes (2015-2023),total violent-crime crimes (2015-2023),total violent-crime cleared crimes (2015-2023),total violent-crime actual crimes (2015-2023),total arson crimes (2015-2023),total arson cleared crimes (2015-2023),total arson actual crimes (2015-2023),total human-trafficing crimes (2015-2023),total human-trafficing cleared crimes (2015-2023),total human-trafficing actual crimes (2015-2023),total rape-legacy crimes (2015-2023),total rape-legacy cleared crimes (2015-2023),total rape-legacy actual crimes (2015-2023),total homicide crimes (2015-2023),total homicide cleared crimes (2015-2023),total homicide actual crimes (2015-2023),total burglary crimes (2015-2023),total burglary cleared crimes (2015-2023),total burglary actual crimes (2015-2023),total motor-vehicle-theft crimes (2015-2023),total motor-vehicle-theft cleared crimes (2015-2023),total motor-vehicle-theft actual crimes (2015-2023),total larceny crimes (2015-2023),total larceny cleared crimes (2015-2023),total larceny actual crimes (2015-2023),total rape crimes (2015-2023),total rape cleared crimes (2015-2023),total rape actual crimes (2015-2023),total property-crime crimes (2015-2023),total property-crime cleared crimes (2015-2023),total property-crime actual crimes (2015-2023),Latitude,Longitude
California,BUTTE,Oroville Police Department,CA0040400,859,263,596,1370,369,1001,141,53,88,0,0,0,25,1,24,21,9,12,1531,155,1376,1531,127,1404,5838,1395,4443,171,21,150,8900,1677,7223,39.508167,-121.554825
California,BUTTE,Paradise Police Department,CA0040500,353,138,215,479,169,310,19,6,13,0,0,0,2,0,2,4,2,2,970,132,838,394,68,326,1017,203,814,77,19,58,2381,403,1978,39.75336,-121.62395
California,BUTTE,Union Pacific Railroad: Butte County,CA0040600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,38,2,36,0,0,0,51,2,49,37.798763,-122.24971
California,BUTTE,Department of Parks and Recreation: Northern Buttes,CA0040700,13,3,10,13,3,10,2,0,2,0,0,0,0,0,0,0,0,0,35,4,31,6,1,5,99,1,98,0,0,0,140,6,134,39.510296,-121.50341
California,BUTTE,California State University: Chico,CA0049700,30,13,17,77,27,50,10,1,9,0,0,0,1,0,1,2,1,1,68,13,55,42,2,40,1094,53,1041,33,7,26,1204,68,1136,39.665959,-121.601919
California,BUTTE,Highway Patrol: Butte County,CA0049900,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,1171,42,1129,545,0,545,0,0,0,1721,42,1679,39.665959,-121.601919
California,CALAVERAS,Calaveras County Sheriff's Office,CA0050000,1405,478,927,1771,559,1212,5,2,3,0,0,0,31,6,25,25,10,15,1686,149,1537,140,30,110,2684,148,2536,234,43,191,4510,327,4183,38.19131,-120.66931
California,CALAVERAS,City of Angels Police Department,CA0050100,104,44,60,125,50,75,0,0,0,0,0,0,0,0,0,0,0,0,137,23,114,93,21,72,406,72,334,12,4,8,636,116,520,38.184618,-120.5594
California,CALAVERAS,Union Pacific Railroad: Calaveras County,CA0050200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.184618,-120.5594
California,CALAVERAS,Department of Parks and Recreation: Calaveras County,CA0050300,11,5,6,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,22,2,20,5,1,4,21,0,21,0,0,0,48,3,45,38.184618,-120.5594
California,CALAVERAS,Highway Patrol: Calaveras County,CA0059900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,426,0,426,225,0,225,0,0,0,652,0,652,38.189983,-120.67146
California,COLUSA,Colusa County Sheriff's Office,CA0060000,222,66,156,296,77,219,14,3,11,0,0,0,0,0,0,6,3,3,457,23,434,23,2,21,774,17,757,44,4,40,1254,42,1212,39.205734,-122.00377
California,COLUSA,Colusa Police Department,CA0060100,51,20,31,101,32,69,0,0,0,0,0,0,3,0,3,2,0,2,204,19,185,134,32,102,394,50,344,20,1,19,732,101,631,39.21383,-122.009544
California,COLUSA,Williams Police Department,CA0060200,144,55,89,195,73,122,22,8,14,0,0,0,2,1,1,0,0,0,180,23,157,90,12,78,335,42,293,24,8,16,605,77,528,39.177739,-122.237563
California,COLUSA,Union Pacific Railroad: Colusa County,CA0060300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.798763,-122.24971
California,COLUSA,Highway Patrol: Colusa County,CA0069900,12,4,8,12,4,8,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,81,5,76,25,0,25,0,0,0,112,6,106,39.177739,-122.237563
California,CONTRA COSTA,Contra Costa County Sheriff's Office,CA0070000,2063,594,1469,3162,744,2418,119,26,93,3,0,3,22,4,18,64,16,48,3279,187,3092,315,95,220,7893,263,7630,211,30,181,11487,545,10942,38.01906,-122.13399
California,CONTRA COSTA,Antioch Police Department,CA0070100,4068,1321,2747,6684,1951,4733,469,89,380,4,1,3,39,4,35,117,53,64,4636,339,4297,6129,736,5393,14877,1181,13696,457,105,352,25642,2256,23386,37.919479,-121.951543
California,CONTRA COSTA,Brentwood Police Department,CA0070200,943,337,606,1591,507,1084,66,12,54,0,0,0,0,0,0,11,7,4,1492,149,1343,957,77,880,8140,1006,7134,161,35,126,10589,1232,9357,37.919037,-121.68469
California,CONTRA COSTA,Clayton Police Department,CA0070300,35,7,28,57,11,46,8,2,6,0,0,0,1,0,1,0,0,0,113,7,106,68,2,66,827,61,766,1,0,1,1008,70,938,37.94229,-121.93776
California,CONTRA COSTA,Concord Police Department,CA0070400,3534,1060,2474,5842,1564,4278,350,71,279,0,0,0,63,10,53,44,19,25,4254,389,3865,6250,415,5835,24816,1729,23087,439,87,352,35320,2533,32787,37.919479,-121.951543
California,CONTRA COSTA,El Cerrito Police Department,CA0070500,566,159,407,1248,243,1005,71,7,64,0,0,0,0,0,0,5,0,5,1177,75,1102,820,33,787,7412,587,6825,23,3,20,9409,695,8714,37.916363,-122.31207
California,CONTRA COSTA,Hercules Police Department,CA0070600,191,56,135,321,79,242,7,3,4,0,0,0,9,4,5,4,2,2,451,19,432,334,21,313,1672,108,1564,27,6,21,2457,148,2309,38.00937,-122.26571
California,CONTRA COSTA,Pinole Police Department,CA0070700,378,119,259,629,164,465,24,4,20,0,0,0,5,0,5,3,1,2,565,24,541,510,10,500,4833,590,4243,24,3,21,5908,624,5284,38.00441,-122.290115
California,CONTRA COSTA,Pittsburg Police Department,CA0070800,2081,645,1436,3673,1028,2645,163,28,135,15,5,10,20,3,17,57,22,35,2319,195,2124,4011,166,3845,7293,513,6780,393,90,303,13623,874,12749,37.919479,-121.951543
California,CONTRA COSTA,Pleasant Hill Police Department,CA0070900,438,170,268,878,296,582,58,10,48,0,0,0,3,1,2,2,1,1,1243,119,1124,1051,88,963,10734,1634,9100,54,15,39,13028,1841,11187,37.96205,-122.070656
California,CONTRA COSTA,Richmond Police Department,CA0071000,6736,1512,5224,10174,1891,8283,351,30,321,4,1,3,60,5,55,185,49,136,4048,203,3845,10630,500,10130,16635,237,16398,385,47,338,31313,940,30373,37.919479,-121.951543
California,CONTRA COSTA,San Pablo Police Department,CA0071100,975,317,658,1913,518,1395,104,19,85,0,0,0,11,2,9,15,5,10,1223,95,1128,2676,160,2516,3739,259,3480,99,20,79,7638,514,7124,37.919479,-121.951543
California,CONTRA COSTA,Walnut Creek Police Department,CA0071200,607,191,416,932,264,668,23,5,18,0,0,0,0,0,0,7,2,5,2236,317,1919,1312,28,1284,12682,984,11698,25,4,21,16230,1329,14901,37.919479,-121.951543
California,CONTRA COSTA,Kensington Police Department,CA0071300,21,6,15,26,7,19,2,0,2,0,0,0,0,0,0,0,0,0,128,11,117,70,6,64,334,6,328,2,0,2,532,23,509,37.919479,-121.951543
California,CONTRA COSTA,Martinez Police Department,CA0071400,382,136,246,710,216,494,45,5,40,0,0,0,7,2,5,1,0,1,802,110,692,1375,156,1219,3227,498,2729,87,16,71,5404,764,4640,38.01375,-122.13533
California,CONTRA COSTA,Lafayette Police Department,CA0071500,49,16,33,124,36,88,6,0,6,0,0,0,1,0,1,0,0,0,318,25,293,220,7,213,2074,180,1894,14,2,12,2612,212,2400,38.01906,-122.13399
California,CONTRA COSTA,Moraga Police Department,CA0071600,116,32,84,156,40,116,6,1,5,0,0,0,7,1,6,0,0,0,254,25,229,121,8,113,856,88,768,16,2,14,1231,121,1110,37.919479,-121.951543
California,CONTRA COSTA,San Francisco Bay Area Rapid Transit: Contra Costa County,CA0071800,189,42,147,493,99,394,13,1,12,0,0,0,0,0,0,2,1,1,15,2,13,868,8,860,3825,114,3711,18,3,15,4708,124,4584,37.919479,-121.951543
California,CONTRA COSTA,Contra Costa Community College,CA0072100,19,0,19,36,0,36,3,0,3,0,0,0,0,0,0,0,0,0,124,2,122,74,0,74,776,1,775,3,0,3,974,3,971,38.01951,-122.13532
California,CONTRA COSTA,Danville Police Department,CA007230X,78,23,55,162,47,115,8,0,8,0,0,0,1,0,1,6,3,3,457,40,417,166,10,156,1891,104,1787,18,3,15,2514,154,2360,38.01906,-122.13399
California,CONTRA COSTA,San Ramon Police Department,CA007240X,192,74,118,382,105,277,33,3,30,0,0,0,0,0,0,0,0,0,848,50,798,420,19,401,4450,276,4174,55,15,40,5718,345,5373,,
California,CONTRA COSTA,Orinda Police Department,CA007260X,28,9,19,86,18,68,1,0,1,0,0,0,1,0,1,5,0,5,316,24,292,89,4,85,784,63,721,5,0,5,1189,91,1098,,
California,CONTRA COSTA,Union Pacific Railroad: Contra Costa County,CA0073300,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,13,3,10,0,0,0,17,3,14,37.798763,-122.24971
California,CONTRA COSTA,Oakley Police Department,CA007340X,346,88,258,539,128,411,41,12,29,0,0,0,6,1,5,11,5,6,595,40,555,864,47,817,2315,199,2116,49,9,40,3774,286,3488,,
California,CONTRA COSTA,Highway Patrol: Contra Costa County,CA0079900,19,5,14,21,5,16,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,3195,2,3193,166,1,165,0,0,0,3361,3,3358,38.00525,-122.07482
