State,County,Agency,Ori,total aggravated-assault crimes (2015-2023),total aggravated-assault cleared crimes (2015-2023),total aggravated-assault actual crimes (2015-2023),total violent-crime crimes (2015-2023),total violent-crime cleared crimes (2015-2023),total violent-crime actual crimes (2015-2023),total arson crimes (2015-2023),total arson cleared crimes (2015-2023),total arson actual crimes (2015-2023),total human-trafficing crimes (2015-2023),total human-trafficing cleared crimes (2015-2023),total human-trafficing actual crimes (2015-2023),total rape-legacy crimes (2015-2023),total rape-legacy cleared crimes (2015-2023),total rape-legacy actual crimes (2015-2023),total homicide crimes (2015-2023),total homicide cleared crimes (2015-2023),total homicide actual crimes (2015-2023),total burglary crimes (2015-2023),total burglary cleared crimes (2015-2023),total burglary actual crimes (2015-2023),total motor-vehicle-theft crimes (2015-2023),total motor-vehicle-theft cleared crimes (2015-2023),total motor-vehicle-theft actual crimes (2015-2023),total larceny crimes (2015-2023),total larceny cleared crimes (2015-2023),total larceny actual crimes (2015-2023),total rape crimes (2015-2023),total rape cleared crimes (2015-2023),total rape actual crimes (2015-2023),total property-crime crimes (2015-2023),total property-crime cleared crimes (2015-2023),total property-crime actual crimes (2015-2023),Latitude,Longitude
Utah,SALT LAKE,Unified Fire Authority Investigations Bureau,UT0183300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Utah,SALT LAKE,Utah Transit Authority,UT0184000,231,90,141,400,145,255,39,13,26,0,0,0,2,0,2,1,0,1,32,4,28,479,30,449,21337,9032,12305,7,0,7,21848,9066,12782,40.68761,-111.911194
Utah,SALT LAKE,Cottonwood Heights Police Department,UT0184200,369,158,211,633,249,384,15,3,12,0,0,0,45,13,32,1,1,0,1014,122,892,471,40,431,6793,1318,5475,105,33,72,8278,1480,6798,40.667883,-111.92424
Utah,SALT LAKE,"Utah Division of Forestry, Fire, and State Lands",UT0184300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Utah,SALT LAKE,Herriman,UT0184800,168,67,101,266,91,175,15,6,9,0,0,0,64,15,49,0,0,0,240,25,215,215,11,204,1459,83,1376,76,18,58,1914,119,1795,,
Utah,SAN JUAN,San Juan County Sheriff's Office,UT0190000,43,12,31,56,14,42,2,0,2,0,0,0,1,0,1,4,1,3,80,8,72,37,5,32,284,23,261,6,1,5,401,36,365,37.623082,-109.789344
Utah,SAN JUAN,Blanding Police Department,UT0190100,18,5,13,25,6,19,0,0,0,0,0,0,1,0,1,0,0,0,49,9,40,14,2,12,179,22,157,6,1,5,242,33,209,37.618275,-109.47498
Utah,SANPETE,Sanpete County Sheriff's Office,UT0200000,152,54,98,223,61,162,6,1,5,0,0,0,10,1,9,0,0,0,172,11,161,66,6,60,629,28,601,67,6,61,867,45,822,39.380588,-111.570451
Utah,SANPETE,Ephraim Police Department,UT0200200,31,11,20,95,21,74,0,0,0,0,0,0,33,5,28,0,0,0,38,5,33,8,0,8,353,88,265,63,10,53,399,93,306,39.35999,-111.58709
Utah,SANPETE,Fairview Police Department,UT0200300,9,4,5,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,1,3,29,5,24,1,0,1,37,6,31,39.380588,-111.570451
Utah,SANPETE,Fountain Green Police Department,UT0200400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,0,1,28,0,28,0,0,0,33,0,33,39.380588,-111.570451
Utah,SANPETE,Moroni Police Department,UT0200800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,11,0,11,4,0,4,0,0,0,17,1,16,39.380588,-111.570451
Utah,SANPETE,Mount Pleasant Police Department,UT0200900,30,12,18,60,18,42,1,0,1,0,0,0,9,1,8,2,1,1,40,4,36,23,4,19,277,55,222,25,4,21,340,63,277,39.380588,-111.570451
Utah,SANPETE,Spring City Police Department,UT0201200,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,2,12,2,0,2,75,9,66,1,0,1,91,11,80,39.380588,-111.570451
Utah,SANPETE,Snow College,UT0201300,2,1,1,5,1,4,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,2,0,2,40,5,35,3,0,3,44,5,39,39.380588,-111.570451
Utah,SANPETE,Gunnison Valley,UT0201400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,8,0,0,0,11,0,11,,
Utah,SEVIER,Sevier County Sheriff's Office,UT0210000,111,49,62,152,62,90,7,2,5,0,0,0,18,5,13,3,1,2,182,25,157,69,12,57,697,76,621,29,10,19,948,113,835,38.746824,-111.81193
Utah,SEVIER,Richfield Police Department,UT0210100,75,29,46,105,38,67,3,0,3,0,0,0,9,2,7,0,0,0,252,41,211,106,19,87,2192,532,1660,20,4,16,2550,592,1958,38.76808,-112.08337
Utah,SEVIER,Aurora,UT0210300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.746824,-111.81193
Utah,SEVIER,Salina Police Department,UT0210700,51,18,33,57,18,39,5,1,4,0,0,0,3,0,3,0,0,0,99,9,90,54,14,40,454,57,397,5,0,5,607,80,527,38.746824,-111.81193
Utah,SUMMIT,Summit County Sheriff's Office,UT0220000,282,100,182,433,130,303,7,3,4,0,0,0,92,14,78,2,1,1,423,70,353,305,46,259,3334,604,2730,118,22,96,4062,720,3342,40.87206,-110.968486
Utah,SUMMIT,Kamas Police Department,UT0220300,7,3,4,8,3,5,0,0,0,0,0,0,1,0,1,0,0,0,10,5,5,7,3,4,67,33,34,0,0,0,84,41,43,40.87206,-110.968486
Utah,SUMMIT,Park City Police Department,UT0220500,284,79,205,388,96,292,2,0,2,0,0,0,59,9,50,1,0,1,195,29,166,109,18,91,1957,288,1669,74,9,65,2261,335,1926,40.87206,-110.968486
Utah,TOOELE,Tooele County Sheriff's Office,UT0230000,240,94,146,400,136,264,21,4,17,0,0,0,35,11,24,11,4,7,346,43,303,320,58,262,1548,193,1355,128,33,95,2214,294,1920,40.529606,-112.29857
Utah,TOOELE,Tooele Police Department,UT0230100,973,390,583,1624,595,1029,72,19,53,0,0,0,74,27,47,12,5,7,1423,192,1231,1126,212,914,7523,1520,6003,491,157,334,10072,1924,8148,40.536877,-112.298515
Utah,TOOELE,Grantsville Police Department,UT0230200,206,83,123,313,103,210,18,2,16,1,0,1,37,4,33,6,1,5,236,29,207,180,26,154,1007,93,914,94,16,78,1423,148,1275,40.599697,-112.44541
