PWSID,PWS Name,Approximate Address,Postal,Primacy Agency,EPA Region,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits,Latitude,Longitude,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax
MN5130401,Rod's Country Corner,"15790 Maple Ln, Center City, Minnesota, 55012",55012,Minnesota,Region 5,Transient non-community system,275,,Chisago,4,0,5,-92.785974,45.491784,-92.785971,45.49178,-92.786974,-92.784974,45.490784,45.492784
MN5130402,"Gopher Rifle and Revolver Club, Inc.","1636 Case Ave, St Paul, Minnesota, 55106",55106,Minnesota,Region 5,Transient non-community system,40,,Chisago,4,1,5,-93.031332,44.970282,-93.031341,44.96998,-93.032332,-93.030332,44.969282,44.971282
MN5130403,Full Moon Restaurant and Tavern,"2425 Stark Rd, Harris, Minnesota, 55032",55032,Minnesota,Region 5,Transient non-community system,100,,Chisago,2,0,5,-93.060783,45.580583,-93.060741,45.58053,-93.061783,-93.059783,45.579583,45.581583
MN5130404,Flickabirds Resort,"50155 Clover Trl, Rush City, Minnesota, 55069",55069,Minnesota,Region 5,Transient non-community system,100,,Chisago,5,2,6,-93.055737,45.676135,-93.054991,45.67677,-93.056737,-93.054737,45.675135,45.677135
MN5130405,Nessel Township Hall,"55069, Rush City, Minnesota",55069,Minnesota,Region 5,Transient non-community system,25,,Chisago,3,1,5,-92.967602,45.683635,-92.967602,45.683635,-93.094602,-92.840602,45.556635,45.810635
MN5180895,Iron Range Coffee House,"39910 MN-6, Emily, Minnesota, 56447",56447,Minnesota,Region 5,Transient non-community system,25,,Crow Wing,6,0,6,-93.958242,46.729619,-93.958271,46.72962,-93.959242,-93.957242,46.728619,46.730619
MN5470121,Lighthouse Church,"28164 Minnesota Highway 22, Litchfield, Minnesota, 55355",55355,Minnesota,Region 5,Transient non-community system,25,,Meeker,5,0,7,-94.542724,45.152247,-94.542724,45.152247,-94.552724,-94.532724,45.142247,45.162247
MN5480046,Opstead Baptist Church,"47182 Highway 47, Isle, Minnesota, 56342",56342,Minnesota,Region 5,Transient non-community system,100,,Mille Lacs,4,0,7,-93.524063,46.230267,-93.523901,46.23028,-93.525063,-93.523063,46.229267,46.231267
MN5480048,Faith Christian School,"11818 160th Ave, Foreston, Minnesota, 56330",56330,Minnesota,Region 5,Non-Transient non-community system,75,,Mille Lacs,3,3,8,-93.740652,45.719639,-93.739641,45.71964,-93.741652,-93.739652,45.718639,45.720639
MN5480052,Sasker Manufacturing,"56359, Onamia, Minnesota",56359,Minnesota,Region 5,Transient non-community system,30,,Mille Lacs,3,0,6,-93.667557,46.07078,-93.667557,46.07078,-93.845557,-93.489557,45.89278,46.24878
MN5480066,Mille Lacs Wildlife Mgmt. Headquarters,"29172 100th Ave, Onamia, Minnesota, 56359",56359,Minnesota,Region 5,Transient non-community system,50,,Mille Lacs,4,1,9,-93.623423,45.968758,-93.623321,45.96876,-93.624423,-93.622423,45.967758,45.969758
