PWSID,PWS Name,Approximate Address,Postal,Primacy Agency,EPA Region,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits,Latitude,Longitude,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax
AK2244298,RIVER QUEST PHASE 1 SUBDIVISION,"10365 W Highlander Rd, Boise, Idaho, 83709",83709,Alaska,Region 10,Transient non-community system,227,SOLDOTNA,Kenai Peninsula Borough,4,21,6,-116.311171,43.555662,-116.311171,43.55473,-116.312171,-116.310171,43.554662,43.556662
AK2331142,PEAK OILFIELD SERVICES BASE CAMP,"99734, Prudhoe Bay, Alaska",99734,Alaska,Region 10,Non-Transient non-community system,250,PRUDHOE BAY,North Slope Borough,6,35,5,-149.289292,69.258654,-149.289292,69.258654,-151.917292,-146.661292,66.630654,71.886654
AK2214112,TRINITY PRESBYTERIAN CHURCH,"12310 Lorraine St, Anchorage, Alaska, 99516",99516,Alaska,Region 10,Transient non-community system,255,ANCHORAGE,Anchorage Municipality,4,17,5,-149.806797,61.10938,-149.808331,61.10939,-149.807797,-149.805797,61.10838,61.11038
AK2121516,STEAMBOAT BAY LODGE,"99901, Saxman, Alaska",99901,Alaska,Region 10,Transient non-community system,36,KETCHIKAN,"Ketchikan Gateway Borough, Ketchikan Gateway Borough",5,12,1,-131.686969,55.357098,-131.686969,55.357098,-134.421969,-128.951969,52.622098,58.092098
AK2260309,UNALASKA WATER SYSTEM,"99685, Unalaska, Alaska",99685,Alaska,Region 10,Community water system,9400,UNALASKA,Aleutians West Census Area,21,279,22,-166.538103,53.872102,-166.538103,53.872102,-167.159103,-165.917103,53.251102,54.493102
AK2340060,KOTZEBUE MUN. WATER SYSTEM,"99752, Kotzebue, Alaska",99752,Alaska,Region 10,Community water system,3234,KOTZEBUE,Northwest Arctic Borough,7,206,10,-162.6002,66.898249,-162.6002,66.898249,-164.2672,-160.9332,65.231249,68.565249
AK2260511,USAF EARECKSON,"3400 Spenard Rd, Anchorage, Alaska, 99503",99503,Alaska,Region 10,Non-Transient non-community system,100,SHEMYA STATIONS,Aleutians West Census Area,10,268,6,-149.908511,61.189142,-149.908681,61.18915,-149.909511,-149.907511,61.188142,61.190142
AK2310146,CHENA HOT SPRINGS RESORT,"99711, Fairbanks, Alaska",99711,Alaska,Region 10,Non-Transient non-community system,165,FAIRBANKS,Fairbanks North Star Borough,4,21,5,-147.72203,64.845089,-147.72203,64.845089,-147.72703,-147.71703,64.840089,64.850089
AK2220117,BABCOCK FINE ARTS,"330 S Jerome Dr, Wasilla, Alaska, 99654",99654,Alaska,Region 10,Transient non-community system,33,WASILLA,Matanuska-Susitna Borough,3,5,3,-149.319473,61.581526,-149.320191,61.58195,-149.320473,-149.318473,61.580526,61.582526
AK2262068,FISHERMANS  BAR,"99633, Naknek, Alaska",99633,Alaska,Region 10,Transient non-community system,76,NAKNEK,Bristol Bay Borough,4,61,4,-157.00638,58.732039,-157.00638,58.732039,-157.32938,-156.68338,58.409039,59.055039
AK2215867,NEW GRACE CHRISTIAN CHURCH,"10821 Totem Rd, Anchorage, Alaska, 99516",99516,Alaska,Region 10,Transient non-community system,200,ANCHORAGE,Anchorage Municipality,3,17,5,-149.781764,61.122511,-149.780911,61.12252,-149.782764,-149.780764,61.121511,61.123511
AK2249069,AMORE MOCHA,"99669, Soldotna, Alaska",99669,Alaska,Region 10,Transient non-community system,56,SOLDOTNA,Kenai Peninsula Borough,3,25,4,-150.51009,60.210368,-150.51009,60.210368,-151.24309,-149.77709,59.477368,60.943368
AK2225713,MATSU WATER BOTTLING,"1649 W Parks Hwy, Wasilla, Alaska, 99654",99654,Alaska,Region 10,Non-Transient non-community system,2275,WASILLA,Matanuska-Susitna Borough,5,70,6,-149.491979,61.579207,-149.491661,61.58007,-149.492979,-149.490979,61.578207,61.580207
AK2220442,VRC BUILDING,"4621 E Palmer-Wasilla Hwy, Wasilla, Alaska, 99654",99654,Alaska,Region 10,Transient non-community system,212,WASILLA,Matanuska-Susitna Borough,3,0,1,-149.334358,61.585003,-149.334358,61.585003,-149.344358,-149.324358,61.575003,61.595003
AK2227416,PINNACLE MOUNTAIN RV PARK,"26616 N Glenn Hwy, Sutton, Alaska, 99674",99674,Alaska,Region 10,Transient non-community system,51,CHICKALOON,Matanuska-Susitna Borough,6,12,5,-148.658678,61.744137,-148.660761,61.7459,-148.659678,-148.657678,61.743137,61.745137
AK2381210,AK GATEWAY SD - TETLIN SCHOOL,"99780, Tok, Alaska",99780,Alaska,Region 10,Non-Transient non-community system,42,TETLIN,Southeast Fairbanks Census Area,4,134,6,-142.984798,63.335864,-142.984798,63.335864,-145.488798,-140.480798,60.831864,65.839864
AK2370552,MOOSE CREEK APARTMENTS,"3397 Bellwood St, North Pole, Alaska, 99705",99705,Alaska,Region 10,Community water system,142,NORTH POLE,Fairbanks North Star Borough,8,51,8,-147.163935,64.714801,-147.164131,64.71481,-147.164935,-147.162935,64.713801,64.715801
AK2120779,GLACIER INN,"99923, Hyder, Alaska",99923,Alaska,Region 10,Transient non-community system,39,HYDER,Ketchikan Gateway Borough,5,35,7,-132.387271,55.56016,-132.387271,55.56016,-134.770271,-130.004271,53.17716,57.94316
