PWSID,PWS Name,Approximate Address,Postal,Primacy Agency,EPA Region,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits,Latitude,Longitude,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax
NN3500258,Iyanbito NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,826,Iyanbito,,10,91,5,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN3500256,Casamero Lake-Smith Lake NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,1060,"Casamero Lake, Borrego Pass, Smith Lake",,29,84,7,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN3500254,Baca-Haystack NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,403,Haystack Chapter,,6,91,7,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN3500245,Farmington Rural-Shiprock-Beclabito NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,17057,"Upper Fruitland, Nenahnezad, San Juan, N",,42,30,17,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN3500239,Whitehorse Lake NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,311,Whitehorse Lake,,10,22,5,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN3500237,Tohatchi-Mexican Springs-Twin Lakes NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,1836,"Tohatchi, Mexican Springs",,12,38,7,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN3500211,Mariano Lake-Pinedale-Church Rock NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,4838,"Mariano Lake, Pinedale, Churchrock",,33,29,8,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN4903072,Mexican Water NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,234,"Mexican Water, Todahaidekani South",,8,42,7,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0403811,Hard Rock NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,1106,"Hard Rock, Dinnebeto, Rocky Ridge",,11,60,6,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0403102,New Lands NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,2043,New Lands (Sanders),,41,82,5,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0403100,Jeddito NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,1060,Jeddito,,8,65,5,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0403058,Red Valley North NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,787,Red Valley,,13,27,5,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0403055,Teec Nos Pos NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,852,Teec Nos Pos,,10,42,7,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0403048,Rock Point NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,891,Rock Point,,16,43,4,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0403047,Lukachukai NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,1655,Lukachukai,,12,31,7,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0403033,Leupp-Birdsprings-Tolani Lake NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,2147,"Leupp, Birdsprings, Tolani Lake",,23,21,6,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0403027,Cove NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,783,Cove,,15,38,4,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0403026,Klagetoh NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,1075,"Klagetoh, South Ganado, Wide Ruins",,5,66,6,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
