State,County,Direct farm sales 2007 (DIRSALES07),Units,FIPS,FID
California,Mendocino,1210.0,"1,000 dollars",6045.0,190
California,Merced,14245.0,"1,000 dollars",6047.0,204
California,Modoc,51.0,"1,000 dollars",6049.0,207
California,Mono,6.0,"1,000 dollars",6051.0,214
California,Monterey,2744.0,"1,000 dollars",6053.0,228
California,Napa,1148.0,"1,000 dollars",6055.0,236
California,Nevada,399.0,"1,000 dollars",6057.0,243
California,Orange,2694.0,"1,000 dollars",6059.0,257
California,Placer,1724.0,"1,000 dollars",6061.0,266
California,Plumas,40.0,"1,000 dollars",6063.0,275
California,Riverside,5006.0,"1,000 dollars",6065.0,281
California,Sacramento,3497.0,"1,000 dollars",6067.0,289
California,San Benito,666.0,"1,000 dollars",6069.0,295
California,San Bernardino,3162.0,"1,000 dollars",6071.0,302
California,San Diego,11629.0,"1,000 dollars",6073.0,315
California,San Francisco,0.0,"1,000 dollars",6075.0,331
California,San Joaquin,11837.0,"1,000 dollars",6077.0,339
California,San Luis Obispo,4279.0,"1,000 dollars",6079.0,351
California,San Mateo,988.0,"1,000 dollars",6081.0,368
California,Santa Barbara,4602.0,"1,000 dollars",6083.0,391
California,Santa Clara,1943.0,"1,000 dollars",6085.0,406
California,Santa Cruz,8333.0,"1,000 dollars",6087.0,415
California,Shasta,616.0,"1,000 dollars",6089.0,431
California,Sierra,nan,"1,000 dollars",6091.0,439
California,Siskiyou,312.0,"1,000 dollars",6093.0,446
California,Solano,1337.0,"1,000 dollars",6095.0,453
California,Sonoma,4803.0,"1,000 dollars",6097.0,463
California,Stanislaus,4230.0,"1,000 dollars",6099.0,473
California,Sutter,1190.0,"1,000 dollars",6101.0,483
California,Tehama,923.0,"1,000 dollars",6103.0,492
California,Trinity,89.0,"1,000 dollars",6105.0,500
California,Tulare,11677.0,"1,000 dollars",6107.0,501
California,Tuolumne,191.0,"1,000 dollars",6109.0,513
California,Ventura,4501.0,"1,000 dollars",6111.0,521
California,Yolo,6324.0,"1,000 dollars",6113.0,525
California,Yuba,650.0,"1,000 dollars",6115.0,541
Colorado,Adams,2260.0,"1,000 dollars",8001.0,545
Colorado,Alamosa,111.0,"1,000 dollars",8003.0,549
Colorado,Arapahoe,177.0,"1,000 dollars",8005.0,558
Colorado,Archuleta,198.0,"1,000 dollars",8007.0,560
Colorado,Baca,23.0,"1,000 dollars",8009.0,563
Colorado,Bent,66.0,"1,000 dollars",8011.0,564
Colorado,Boulder,715.0,"1,000 dollars",8013.0,570
Colorado,Broomfield,0.0,"1,000 dollars",8014.0,577
Colorado,Chaffee,20.0,"1,000 dollars",8015.0,582
Colorado,Cheyenne,33.0,"1,000 dollars",8017.0,587
Colorado,Clear Creek,nan,"1,000 dollars",8019.0,591
Colorado,Conejos,35.0,"1,000 dollars",8021.0,596
Colorado,Costilla,2.0,"1,000 dollars",8023.0,599
Colorado,Crowley,64.0,"1,000 dollars",8025.0,605
Colorado,Custer,24.0,"1,000 dollars",8027.0,610
Colorado,Delta,1529.0,"1,000 dollars",8029.0,617
Colorado,Denver,nan,"1,000 dollars",8031.0,628
Colorado,Dolores,18.0,"1,000 dollars",8033.0,636
Colorado,Douglas,340.0,"1,000 dollars",8035.0,644
Colorado,Eagle,50.0,"1,000 dollars",8037.0,648
Colorado,Elbert,816.0,"1,000 dollars",8039.0,655
Colorado,El Paso,694.0,"1,000 dollars",8041.0,661
Colorado,Fremont,204.0,"1,000 dollars",8043.0,664
Colorado,Garfield,292.0,"1,000 dollars",8045.0,667
Colorado,Gilpin,3.0,"1,000 dollars",8047.0,672
Colorado,Grand,32.0,"1,000 dollars",8049.0,677
Colorado,Gunnison,73.0,"1,000 dollars",8051.0,682
Colorado,Hinsdale,nan,"1,000 dollars",8053.0,688
Colorado,Huerfano,nan,"1,000 dollars",8055.0,693
Colorado,Jackson,12.0,"1,000 dollars",8057.0,701
Colorado,Jefferson,115.0,"1,000 dollars",8059.0,706
Colorado,Kiowa,33.0,"1,000 dollars",8061.0,711
Colorado,Kit Carson,50.0,"1,000 dollars",8063.0,716
Colorado,Lake,8.0,"1,000 dollars",8065.0,721
Colorado,La Plata,327.0,"1,000 dollars",8067.0,727
Colorado,Larimer,838.0,"1,000 dollars",8069.0,734
Colorado,Las Animas,42.0,"1,000 dollars",8071.0,741
Colorado,Lincoln,41.0,"1,000 dollars",8073.0,747
Colorado,Logan,264.0,"1,000 dollars",8075.0,749
Colorado,Mesa,4729.0,"1,000 dollars",8077.0,751
Colorado,Mineral,0.0,"1,000 dollars",8079.0,757
Colorado,Moffat,418.0,"1,000 dollars",8081.0,758
Colorado,Montezuma,311.0,"1,000 dollars",8083.0,766
Colorado,Montrose,605.0,"1,000 dollars",8085.0,769
Colorado,Morgan,1509.0,"1,000 dollars",8087.0,775
Colorado,Otero,45.0,"1,000 dollars",8089.0,777
Colorado,Ouray,60.0,"1,000 dollars",8091.0,780
Colorado,Park,55.0,"1,000 dollars",8093.0,782
Colorado,Phillips,56.0,"1,000 dollars",8095.0,785
Colorado,Pitkin,17.0,"1,000 dollars",8097.0,789
Colorado,Prowers,5.0,"1,000 dollars",8099.0,792
Colorado,Pueblo,502.0,"1,000 dollars",8101.0,795
Colorado,Rio Blanco,17.0,"1,000 dollars",8103.0,799
Colorado,Rio Grande,717.0,"1,000 dollars",8105.0,802
Colorado,Routt,68.0,"1,000 dollars",8107.0,809
Colorado,Saguache,nan,"1,000 dollars",8109.0,811
Colorado,San Juan,0.0,"1,000 dollars",8111.0,347
Colorado,San Miguel,78.0,"1,000 dollars",8113.0,359
Colorado,Sedgwick,6.0,"1,000 dollars",8115.0,366
Colorado,Summit,24.0,"1,000 dollars",8117.0,373
Colorado,Teller,36.0,"1,000 dollars",8119.0,375
Colorado,Washington,92.0,"1,000 dollars",8121.0,377
Colorado,Weld,2203.0,"1,000 dollars",8123.0,382
Colorado,Yuma,161.0,"1,000 dollars",8125.0,385
Connecticut,Fairfield,3567.0,"1,000 dollars",9001.0,410
Connecticut,Hartford,9333.0,"1,000 dollars",9003.0,432
Connecticut,Litchfield,2181.0,"1,000 dollars",9005.0,443
Connecticut,Middlesex,4769.0,"1,000 dollars",9007.0,450
Connecticut,New Haven,3466.0,"1,000 dollars",9009.0,466
Connecticut,New London,3114.0,"1,000 dollars",9011.0,517
Connecticut,Tolland,1225.0,"1,000 dollars",9013.0,524
Connecticut,Windham,2098.0,"1,000 dollars",9015.0,529
Delaware,Kent,1386.0,"1,000 dollars",10001.0,532
Delaware,New Castle,337.0,"1,000 dollars",10003.0,536
Delaware,Sussex,1782.0,"1,000 dollars",10005.0,609
District of Columbia,District of Columbia,nan,"1,000 dollars",11001.0,630
Florida,Alachua,679.0,"1,000 dollars",12001.0,639
Florida,Baker,38.0,"1,000 dollars",12003.0,641
Florida,Bay,35.0,"1,000 dollars",12005.0,658
Florida,Bradford,142.0,"1,000 dollars",12007.0,665
Florida,Brevard,275.0,"1,000 dollars",12009.0,686
Florida,Broward,77.0,"1,000 dollars",12011.0,695
Florida,Calhoun,50.0,"1,000 dollars",12013.0,699
Florida,Charlotte,52.0,"1,000 dollars",12015.0,743
Florida,Citrus,81.0,"1,000 dollars",12017.0,843
Florida,Clay,43.0,"1,000 dollars",12019.0,852
Florida,Collier,1785.0,"1,000 dollars",12021.0,894
Florida,Columbia,89.0,"1,000 dollars",12023.0,903
Florida,DeSoto,287.0,"1,000 dollars",12027.0,906
Florida,Dixie,19.0,"1,000 dollars",12029.0,918
Florida,Duval,61.0,"1,000 dollars",12031.0,924
Florida,Escambia,405.0,"1,000 dollars",12033.0,931
Florida,Flagler,8.0,"1,000 dollars",12035.0,935
Florida,Franklin,nan,"1,000 dollars",12037.0,937
Florida,Gadsden,74.0,"1,000 dollars",12039.0,938
Florida,Gilchrist,101.0,"1,000 dollars",12041.0,939
Florida,Glades,88.0,"1,000 dollars",12043.0,940
Florida,Gulf,nan,"1,000 dollars",12045.0,941
Florida,Hamilton,69.0,"1,000 dollars",12047.0,942
Florida,Hardee,187.0,"1,000 dollars",12049.0,943
Florida,Hendry,38.0,"1,000 dollars",12051.0,944
Florida,Hernando,561.0,"1,000 dollars",12053.0,945
Florida,Highlands,135.0,"1,000 dollars",12055.0,946
Florida,Hillsborough,2359.0,"1,000 dollars",12057.0,947
Florida,Holmes,130.0,"1,000 dollars",12059.0,948
Florida,Indian River,468.0,"1,000 dollars",12061.0,949
Florida,Jackson,254.0,"1,000 dollars",12063.0,950
Florida,Jefferson,111.0,"1,000 dollars",12065.0,951
Florida,Lafayette,46.0,"1,000 dollars",12067.0,952
Florida,Lake,518.0,"1,000 dollars",12069.0,953
Florida,Lee,569.0,"1,000 dollars",12071.0,954
Florida,Leon,20.0,"1,000 dollars",12073.0,955
Florida,Levy,269.0,"1,000 dollars",12075.0,956
Florida,Liberty,78.0,"1,000 dollars",12077.0,957
Florida,Madison,141.0,"1,000 dollars",12079.0,958
Florida,Manatee,933.0,"1,000 dollars",12081.0,959
Florida,Marion,582.0,"1,000 dollars",12083.0,960
Florida,Martin,109.0,"1,000 dollars",12085.0,961
Florida,Miami-Dade,1913.0,"1,000 dollars",12086.0,962
Florida,Monroe,0.0,"1,000 dollars",12087.0,963
Florida,Nassau,56.0,"1,000 dollars",12089.0,964
Florida,Okaloosa,229.0,"1,000 dollars",12091.0,965
Florida,Okeechobee,651.0,"1,000 dollars",12093.0,966
Florida,Orange,146.0,"1,000 dollars",12095.0,967
Florida,Osceola,60.0,"1,000 dollars",12097.0,968
Florida,Palm Beach,954.0,"1,000 dollars",12099.0,969
Florida,Pasco,369.0,"1,000 dollars",12101.0,970
Florida,Pinellas,nan,"1,000 dollars",12103.0,971
Florida,Polk,1059.0,"1,000 dollars",12105.0,972
Florida,Putnam,182.0,"1,000 dollars",12107.0,973
Florida,St. Johns,44.0,"1,000 dollars",12109.0,974
Florida,St. Lucie,113.0,"1,000 dollars",12111.0,975
Florida,Santa Rosa,179.0,"1,000 dollars",12113.0,976
Florida,Sarasota,89.0,"1,000 dollars",12115.0,977
Florida,Seminole,213.0,"1,000 dollars",12117.0,978
Florida,Sumter,301.0,"1,000 dollars",12119.0,979
Florida,Suwannee,122.0,"1,000 dollars",12121.0,980
Florida,Taylor,22.0,"1,000 dollars",12123.0,981
Florida,Union,63.0,"1,000 dollars",12125.0,982
Florida,Volusia,449.0,"1,000 dollars",12127.0,983
Florida,Wakulla,53.0,"1,000 dollars",12129.0,984
Florida,Walton,46.0,"1,000 dollars",12131.0,985
Florida,Washington,70.0,"1,000 dollars",12133.0,986
Georgia,Appling,74.0,"1,000 dollars",13001.0,987
Georgia,Atkinson,13.0,"1,000 dollars",13003.0,988
Georgia,Bacon,20.0,"1,000 dollars",13005.0,989
Georgia,Baker,0.0,"1,000 dollars",13007.0,990
Georgia,Baldwin,50.0,"1,000 dollars",13009.0,991
Georgia,Banks,32.0,"1,000 dollars",13011.0,992
Georgia,Barrow,13.0,"1,000 dollars",13013.0,993
Georgia,Bartow,54.0,"1,000 dollars",13015.0,994
Georgia,Ben Hill,13.0,"1,000 dollars",13017.0,995
Georgia,Berrien,157.0,"1,000 dollars",13019.0,996
Georgia,Bibb,nan,"1,000 dollars",13021.0,997
Georgia,Bleckley,23.0,"1,000 dollars",13023.0,998
Georgia,Brantley,109.0,"1,000 dollars",13025.0,999
Georgia,Brooks,57.0,"1,000 dollars",13027.0,565
Georgia,Bryan,10.0,"1,000 dollars",13029.0,573
Georgia,Bulloch,264.0,"1,000 dollars",13031.0,579
Georgia,Burke,122.0,"1,000 dollars",13033.0,583
Georgia,Butts,5.0,"1,000 dollars",13035.0,588
Georgia,Calhoun,nan,"1,000 dollars",13037.0,592
Georgia,Camden,10.0,"1,000 dollars",13039.0,603
Georgia,Candler,39.0,"1,000 dollars",13043.0,616
Georgia,Carroll,84.0,"1,000 dollars",13045.0,620
Georgia,Catoosa,148.0,"1,000 dollars",13047.0,626
Georgia,Charlton,nan,"1,000 dollars",13049.0,635
Georgia,Chatham,0.0,"1,000 dollars",13051.0,646
Georgia,Chattahoochee,0.0,"1,000 dollars",13053.0,656
Georgia,Chattooga,29.0,"1,000 dollars",13055.0,659
Georgia,Cherokee,105.0,"1,000 dollars",13057.0,662
Georgia,Clarke,nan,"1,000 dollars",13059.0,666
Georgia,Clay,0.0,"1,000 dollars",13061.0,670
Georgia,Clayton,nan,"1,000 dollars",13063.0,673
Georgia,Clinch,nan,"1,000 dollars",13065.0,676
Georgia,Cobb,61.0,"1,000 dollars",13067.0,680
Georgia,Coffee,22.0,"1,000 dollars",13069.0,684
Georgia,Colquitt,194.0,"1,000 dollars",13071.0,689
Georgia,Columbia,13.0,"1,000 dollars",13073.0,692
Georgia,Cook,5.0,"1,000 dollars",13075.0,697
Georgia,Coweta,36.0,"1,000 dollars",13077.0,700
Georgia,Crawford,nan,"1,000 dollars",13079.0,704
Georgia,Crisp,nan,"1,000 dollars",13081.0,707
Georgia,Dade,32.0,"1,000 dollars",13083.0,708
Georgia,Dawson,5.0,"1,000 dollars",13085.0,713
Georgia,Decatur,4.0,"1,000 dollars",13087.0,714
Georgia,DeKalb,0.0,"1,000 dollars",13089.0,718
Georgia,Dodge,5.0,"1,000 dollars",13091.0,720
Georgia,Dooly,54.0,"1,000 dollars",13093.0,724
Georgia,Dougherty,9.0,"1,000 dollars",13095.0,728
Georgia,Douglas,19.0,"1,000 dollars",13097.0,731
Georgia,Early,33.0,"1,000 dollars",13099.0,735
Georgia,Echols,nan,"1,000 dollars",13101.0,737
Georgia,Effingham,97.0,"1,000 dollars",13103.0,742
Georgia,Elbert,37.0,"1,000 dollars",13105.0,746
Georgia,Emanuel,31.0,"1,000 dollars",13107.0,750
Georgia,Evans,80.0,"1,000 dollars",13109.0,754
Georgia,Fannin,75.0,"1,000 dollars",13111.0,755
Georgia,Fayette,85.0,"1,000 dollars",13113.0,760
Georgia,Floyd,35.0,"1,000 dollars",13115.0,764
Georgia,Forsyth,229.0,"1,000 dollars",13117.0,768
Georgia,Franklin,99.0,"1,000 dollars",13119.0,772
Georgia,Fulton,175.0,"1,000 dollars",13121.0,779
Georgia,Gilmer,316.0,"1,000 dollars",13123.0,781
Georgia,Glascock,0.0,"1,000 dollars",13125.0,783
Georgia,Glynn,nan,"1,000 dollars",13127.0,793
Georgia,Gordon,96.0,"1,000 dollars",13129.0,796
Georgia,Grady,49.0,"1,000 dollars",13131.0,797
Georgia,Greene,nan,"1,000 dollars",13133.0,800
Georgia,Gwinnett,5.0,"1,000 dollars",13135.0,804
Georgia,Habersham,178.0,"1,000 dollars",13137.0,806
Georgia,Hall,159.0,"1,000 dollars",13139.0,808
Georgia,Hancock,5.0,"1,000 dollars",13141.0,810
Georgia,Haralson,14.0,"1,000 dollars",13143.0,813
Georgia,Harris,84.0,"1,000 dollars",13145.0,814
Georgia,Hart,171.0,"1,000 dollars",13147.0,816
Georgia,Heard,33.0,"1,000 dollars",13149.0,817
Georgia,Henry,36.0,"1,000 dollars",13151.0,820
Georgia,Houston,25.0,"1,000 dollars",13153.0,823
Georgia,Irwin,12.0,"1,000 dollars",13155.0,825
Georgia,Jackson,777.0,"1,000 dollars",13157.0,828
