State,County,Agritourism receipts 2012 (AGRITRSM_RCT12),Units,FIPS,FID
Alabama,Morgan,228000.0,Dollars,1103.0,262
Alabama,Perry,142000.0,Dollars,1105.0,264
Alabama,Pickens,116000.0,Dollars,1107.0,273
Alabama,Pike,196000.0,Dollars,1109.0,279
Alabama,Randolph,53000.0,Dollars,1111.0,284
Alabama,Russell,243000.0,Dollars,1113.0,288
Alabama,St. Clair,20000.0,Dollars,1115.0,292
Alabama,Shelby,257000.0,Dollars,1117.0,298
Alabama,Sumter,2171000.0,Dollars,1119.0,303
Alabama,Talladega,84000.0,Dollars,1121.0,306
Alabama,Tallapoosa,nan,Dollars,1123.0,308
Alabama,Tuscaloosa,54000.0,Dollars,1125.0,313
Alabama,Walker,nan,Dollars,1127.0,317
Alabama,Washington,14000.0,Dollars,1129.0,319
Alabama,Wilcox,319000.0,Dollars,1131.0,326
Alabama,Winston,nan,Dollars,1133.0,332
Alaska,Aleutians East,nan,Dollars,2013.0,346
Alaska,Aleutians West,nan,Dollars,2016.0,381
Alaska,Anchorage,1192000.0,Dollars,2020.0,400
Alaska,Bethel,nan,Dollars,2050.0,411
Alaska,Bristol Bay,nan,Dollars,2060.0,423
Alaska,Denali,nan,Dollars,2068.0,426
Alaska,Dillingham,nan,Dollars,2070.0,445
Alaska,Fairbanks North Star,102000.0,Dollars,2090.0,454
Alaska,Haines,nan,Dollars,2100.0,462
Alaska,Hoonah-Angoon,nan,Dollars,2105.0,476
Alaska,Juneau,nan,Dollars,2110.0,482
Alaska,Kenai Peninsula,nan,Dollars,2122.0,494
Alaska,Ketchikan Gateway,nan,Dollars,2130.0,514
Alaska,Kodiak Island,nan,Dollars,2150.0,533
Alaska,Lake and Peninsula,nan,Dollars,2164.0,544
Alaska,Matanuska-Susitna,nan,Dollars,2170.0,556
Alaska,Nome,nan,Dollars,2180.0,571
Alaska,North Slope,nan,Dollars,2185.0,614
Alaska,Northwest Arctic,nan,Dollars,2188.0,638
Alaska,Petersburg,nan,Dollars,2195.0,645
Alaska,Prince of Wales-Hyder,nan,Dollars,2198.0,669
Alaska,Sitka,nan,Dollars,2220.0,679
Alaska,Skagway,nan,Dollars,2230.0,683
Alaska,Southeast Fairbanks,nan,Dollars,2240.0,690
Alaska,Valdez-Cordova,nan,Dollars,2261.0,710
Alaska,Wade Hampton,nan,Dollars,2270.0,725
Alaska,Wrangell,nan,Dollars,2275.0,733
Alaska,Yakutat,nan,Dollars,2282.0,744
Alaska,Yukon-Koyukuk,nan,Dollars,2290.0,753
Arizona,Apache,224000.0,Dollars,4001.0,761
Arizona,Cochise,359000.0,Dollars,4003.0,763
Arizona,Coconino,955000.0,Dollars,4005.0,771
Arizona,Gila,14000.0,Dollars,4007.0,787
Arizona,Graham,nan,Dollars,4009.0,0
Arizona,Greenlee,32000.0,Dollars,4011.0,1
Arizona,La Paz,0.0,Dollars,4012.0,3
Arizona,Maricopa,1820000.0,Dollars,4013.0,9
Arizona,Mohave,150000.0,Dollars,4015.0,15
Arizona,Navajo,32000.0,Dollars,4017.0,17
Arizona,Pima,5217000.0,Dollars,4019.0,21
Arizona,Pinal,1234000.0,Dollars,4021.0,26
Arizona,Santa Cruz,47000.0,Dollars,4023.0,32
Arizona,Yavapai,414000.0,Dollars,4025.0,35
Arizona,Yuma,nan,Dollars,4027.0,42
Arkansas,Arkansas,nan,Dollars,5001.0,46
Arkansas,Ashley,51000.0,Dollars,5003.0,50
Arkansas,Baxter,3000.0,Dollars,5005.0,54
Arkansas,Benton,76000.0,Dollars,5007.0,59
Arkansas,Boone,nan,Dollars,5009.0,62
Arkansas,Bradley,0.0,Dollars,5011.0,68
Arkansas,Calhoun,nan,Dollars,5013.0,72
Arkansas,Carroll,47000.0,Dollars,5015.0,74
Arkansas,Chicot,nan,Dollars,5017.0,77
Arkansas,Clark,nan,Dollars,5019.0,86
Arkansas,Clay,nan,Dollars,5021.0,93
Arkansas,Cleburne,150000.0,Dollars,5023.0,97
Arkansas,Cleveland,0.0,Dollars,5025.0,103
Arkansas,Columbia,nan,Dollars,5027.0,107
Arkansas,Conway,45000.0,Dollars,5029.0,109
Arkansas,Craighead,0.0,Dollars,5031.0,114
Arkansas,Crawford,99000.0,Dollars,5033.0,115
Arkansas,Crittenden,nan,Dollars,5035.0,119
Arkansas,Cross,nan,Dollars,5037.0,124
Arkansas,Dallas,nan,Dollars,5039.0,128
Arkansas,Desha,nan,Dollars,5041.0,130
Arkansas,Drew,nan,Dollars,5043.0,136
Arkansas,Faulkner,76000.0,Dollars,5045.0,141
Arkansas,Franklin,39000.0,Dollars,5047.0,144
Arkansas,Fulton,nan,Dollars,5049.0,146
Arkansas,Garland,42000.0,Dollars,5051.0,151
Arkansas,Grant,nan,Dollars,5053.0,155
Arkansas,Greene,0.0,Dollars,5055.0,162
Arkansas,Hempstead,156000.0,Dollars,5057.0,172
Arkansas,Hot Spring,6000.0,Dollars,5059.0,184
Arkansas,Howard,158000.0,Dollars,5061.0,191
Arkansas,Independence,nan,Dollars,5063.0,200
Arkansas,Izard,23000.0,Dollars,5065.0,203
Arkansas,Jackson,0.0,Dollars,5067.0,209
Arkansas,Jefferson,122000.0,Dollars,5069.0,213
Arkansas,Johnson,6000.0,Dollars,5071.0,218
Arkansas,Lafayette,nan,Dollars,5073.0,222
Arkansas,Lawrence,80000.0,Dollars,5075.0,230
Arkansas,Lee,0.0,Dollars,5077.0,237
Arkansas,Lincoln,12000.0,Dollars,5079.0,244
Arkansas,Little River,nan,Dollars,5081.0,251
Arkansas,Logan,0.0,Dollars,5083.0,258
Arkansas,Lonoke,128000.0,Dollars,5085.0,268
Arkansas,Madison,nan,Dollars,5087.0,277
Arkansas,Marion,5000.0,Dollars,5089.0,282
Arkansas,Miller,272000.0,Dollars,5091.0,287
Arkansas,Mississippi,nan,Dollars,5093.0,294
Arkansas,Monroe,nan,Dollars,5095.0,300
Arkansas,Montgomery,121000.0,Dollars,5097.0,304
Arkansas,Nevada,nan,Dollars,5099.0,307
Arkansas,Newton,27000.0,Dollars,5101.0,311
Arkansas,Ouachita,7000.0,Dollars,5103.0,316
Arkansas,Perry,nan,Dollars,5105.0,318
Arkansas,Phillips,99000.0,Dollars,5107.0,322
Arkansas,Pike,0.0,Dollars,5109.0,327
Arkansas,Poinsett,110000.0,Dollars,5111.0,333
Arkansas,Polk,0.0,Dollars,5113.0,337
Arkansas,Pope,43000.0,Dollars,5115.0,340
Arkansas,Prairie,67000.0,Dollars,5117.0,345
Arkansas,Pulaski,65000.0,Dollars,5119.0,350
Arkansas,Randolph,48000.0,Dollars,5121.0,353
Arkansas,St. Francis,8000.0,Dollars,5123.0,357
Arkansas,Saline,nan,Dollars,5125.0,360
Arkansas,Scott,0.0,Dollars,5127.0,364
Arkansas,Searcy,nan,Dollars,5129.0,372
Arkansas,Sebastian,36000.0,Dollars,5131.0,378
Arkansas,Sevier,0.0,Dollars,5133.0,390
Arkansas,Sharp,32000.0,Dollars,5135.0,394
Arkansas,Stone,3000.0,Dollars,5137.0,399
Arkansas,Union,3000.0,Dollars,5139.0,403
Arkansas,Van Buren,nan,Dollars,5141.0,407
Arkansas,Washington,41000.0,Dollars,5143.0,417
Arkansas,White,54000.0,Dollars,5145.0,428
Arkansas,Woodruff,nan,Dollars,5147.0,435
Arkansas,Yell,7000.0,Dollars,5149.0,438
California,Alameda,196000.0,Dollars,6001.0,457
California,Alpine,0.0,Dollars,6003.0,461
California,Amador,1037000.0,Dollars,6005.0,472
California,Butte,392000.0,Dollars,6007.0,486
California,Calaveras,1493000.0,Dollars,6009.0,489
California,Colusa,206000.0,Dollars,6011.0,497
California,Contra Costa,665000.0,Dollars,6013.0,503
California,Del Norte,137000.0,Dollars,6015.0,511
California,El Dorado,1146000.0,Dollars,6017.0,522
California,Fresno,743000.0,Dollars,6019.0,527
California,Glenn,53000.0,Dollars,6021.0,537
California,Humboldt,302000.0,Dollars,6023.0,551
California,Imperial,57000.0,Dollars,6025.0,557
California,Inyo,2025000.0,Dollars,6027.0,562
California,Kern,1091000.0,Dollars,6029.0,84
California,Kings,46000.0,Dollars,6031.0,94
California,Lake,450000.0,Dollars,6033.0,100
California,Lassen,43000.0,Dollars,6035.0,104
California,Los Angeles,716000.0,Dollars,6037.0,139
California,Madera,986000.0,Dollars,6039.0,153
California,Marin,99000.0,Dollars,6041.0,168
California,Mariposa,69000.0,Dollars,6043.0,178
California,Mendocino,1221000.0,Dollars,6045.0,190
California,Merced,405000.0,Dollars,6047.0,204
California,Modoc,132000.0,Dollars,6049.0,207
California,Mono,2663000.0,Dollars,6051.0,214
California,Monterey,1292000.0,Dollars,6053.0,228
California,Napa,23723000.0,Dollars,6055.0,236
California,Nevada,155000.0,Dollars,6057.0,243
California,Orange,2179000.0,Dollars,6059.0,257
California,Placer,72000.0,Dollars,6061.0,266
California,Plumas,31000.0,Dollars,6063.0,275
California,Riverside,1932000.0,Dollars,6065.0,281
California,Sacramento,1137000.0,Dollars,6067.0,289
California,San Benito,139000.0,Dollars,6069.0,295
California,San Bernardino,1298000.0,Dollars,6071.0,302
California,San Diego,2322000.0,Dollars,6073.0,315
California,San Francisco,0.0,Dollars,6075.0,331
California,San Joaquin,427000.0,Dollars,6077.0,339
California,San Luis Obispo,1272000.0,Dollars,6079.0,351
California,San Mateo,520000.0,Dollars,6081.0,368
California,Santa Barbara,1240000.0,Dollars,6083.0,391
California,Santa Clara,642000.0,Dollars,6085.0,406
California,Santa Cruz,254000.0,Dollars,6087.0,415
California,Shasta,489000.0,Dollars,6089.0,431
California,Sierra,0.0,Dollars,6091.0,439
California,Siskiyou,108000.0,Dollars,6093.0,446
California,Solano,1557000.0,Dollars,6095.0,453
California,Sonoma,3894000.0,Dollars,6097.0,463
California,Stanislaus,134000.0,Dollars,6099.0,473
California,Sutter,25000.0,Dollars,6101.0,483
California,Tehama,147000.0,Dollars,6103.0,492
California,Trinity,233000.0,Dollars,6105.0,500
California,Tulare,263000.0,Dollars,6107.0,501
California,Tuolumne,664000.0,Dollars,6109.0,513
California,Ventura,1164000.0,Dollars,6111.0,521
California,Yolo,734000.0,Dollars,6113.0,525
California,Yuba,101000.0,Dollars,6115.0,541
Colorado,Adams,422000.0,Dollars,8001.0,545
Colorado,Alamosa,nan,Dollars,8003.0,549
Colorado,Arapahoe,394000.0,Dollars,8005.0,558
Colorado,Archuleta,481000.0,Dollars,8007.0,560
Colorado,Baca,18000.0,Dollars,8009.0,563
Colorado,Bent,nan,Dollars,8011.0,564
Colorado,Boulder,505000.0,Dollars,8013.0,570
Colorado,Broomfield,0.0,Dollars,8014.0,577
Colorado,Chaffee,312000.0,Dollars,8015.0,582
Colorado,Cheyenne,70000.0,Dollars,8017.0,587
Colorado,Clear Creek,nan,Dollars,8019.0,591
Colorado,Conejos,41000.0,Dollars,8021.0,596
Colorado,Costilla,nan,Dollars,8023.0,599
Colorado,Crowley,nan,Dollars,8025.0,605
Colorado,Custer,nan,Dollars,8027.0,610
Colorado,Delta,293000.0,Dollars,8029.0,617
Colorado,Denver,0.0,Dollars,8031.0,628
Colorado,Dolores,32000.0,Dollars,8033.0,636
Colorado,Douglas,449000.0,Dollars,8035.0,644
Colorado,Eagle,112000.0,Dollars,8037.0,648
Colorado,Elbert,1104000.0,Dollars,8039.0,655
Colorado,El Paso,65000.0,Dollars,8041.0,661
Colorado,Fremont,191000.0,Dollars,8043.0,664
Colorado,Garfield,663000.0,Dollars,8045.0,667
Colorado,Gilpin,6000.0,Dollars,8047.0,672
Colorado,Grand,2218000.0,Dollars,8049.0,677
Colorado,Gunnison,243000.0,Dollars,8051.0,682
Colorado,Hinsdale,nan,Dollars,8053.0,688
Colorado,Huerfano,406000.0,Dollars,8055.0,693
Colorado,Jackson,427000.0,Dollars,8057.0,701
Colorado,Jefferson,nan,Dollars,8059.0,706
Colorado,Kiowa,21000.0,Dollars,8061.0,711
Colorado,Kit Carson,nan,Dollars,8063.0,716
Colorado,Lake,nan,Dollars,8065.0,721
Colorado,La Plata,1409000.0,Dollars,8067.0,727
Colorado,Larimer,3548000.0,Dollars,8069.0,734
Colorado,Las Animas,596000.0,Dollars,8071.0,741
Colorado,Lincoln,nan,Dollars,8073.0,747
Colorado,Logan,nan,Dollars,8075.0,749
Colorado,Mesa,440000.0,Dollars,8077.0,751
Colorado,Mineral,467000.0,Dollars,8079.0,757
Colorado,Moffat,1800000.0,Dollars,8081.0,758
Colorado,Montezuma,362000.0,Dollars,8083.0,766
Colorado,Montrose,148000.0,Dollars,8085.0,769
Colorado,Morgan,287000.0,Dollars,8087.0,775
Colorado,Otero,18000.0,Dollars,8089.0,777
Colorado,Ouray,336000.0,Dollars,8091.0,780
Colorado,Park,248000.0,Dollars,8093.0,782
Colorado,Phillips,nan,Dollars,8095.0,785
Colorado,Pitkin,216000.0,Dollars,8097.0,789
Colorado,Prowers,0.0,Dollars,8099.0,792
Colorado,Pueblo,40000.0,Dollars,8101.0,795
Colorado,Rio Blanco,1490000.0,Dollars,8103.0,799
Colorado,Rio Grande,nan,Dollars,8105.0,802
Colorado,Routt,3401000.0,Dollars,8107.0,809
Colorado,Saguache,251000.0,Dollars,8109.0,811
Colorado,San Juan,0.0,Dollars,8111.0,347
Colorado,San Miguel,nan,Dollars,8113.0,359
Colorado,Sedgwick,nan,Dollars,8115.0,366
Colorado,Summit,nan,Dollars,8117.0,373
Colorado,Teller,nan,Dollars,8119.0,375
Colorado,Washington,0.0,Dollars,8121.0,377
Colorado,Weld,647000.0,Dollars,8123.0,382
Colorado,Yuma,25000.0,Dollars,8125.0,385
Connecticut,Fairfield,1059000.0,Dollars,9001.0,410
Connecticut,Hartford,938000.0,Dollars,9003.0,432
Connecticut,Litchfield,717000.0,Dollars,9005.0,443
Connecticut,Middlesex,nan,Dollars,9007.0,450
Connecticut,New Haven,1067000.0,Dollars,9009.0,466
Connecticut,New London,748000.0,Dollars,9011.0,517
Connecticut,Tolland,1088000.0,Dollars,9013.0,524
Connecticut,Windham,nan,Dollars,9015.0,529
Delaware,Kent,nan,Dollars,10001.0,532
Delaware,New Castle,nan,Dollars,10003.0,536
Delaware,Sussex,57000.0,Dollars,10005.0,609
District of Columbia,District of Columbia,nan,Dollars,11001.0,630
Florida,Alachua,145000.0,Dollars,12001.0,639
Florida,Baker,nan,Dollars,12003.0,641
Florida,Bay,nan,Dollars,12005.0,658
Florida,Bradford,15000.0,Dollars,12007.0,665
Florida,Brevard,17000.0,Dollars,12009.0,686
Florida,Broward,1379000.0,Dollars,12011.0,695
Florida,Calhoun,2000.0,Dollars,12013.0,699
Florida,Charlotte,nan,Dollars,12015.0,743
Florida,Citrus,6000.0,Dollars,12017.0,843
Florida,Clay,nan,Dollars,12019.0,852
Florida,Collier,nan,Dollars,12021.0,894
Florida,Columbia,nan,Dollars,12023.0,903
Florida,DeSoto,0.0,Dollars,12027.0,906
Florida,Dixie,0.0,Dollars,12029.0,918
Florida,Duval,11000.0,Dollars,12031.0,924
Florida,Escambia,nan,Dollars,12033.0,931
Florida,Flagler,nan,Dollars,12035.0,935
Florida,Franklin,nan,Dollars,12037.0,937
Florida,Gadsden,46000.0,Dollars,12039.0,938
Florida,Gilchrist,35000.0,Dollars,12041.0,939
Florida,Glades,363000.0,Dollars,12043.0,940
Florida,Gulf,nan,Dollars,12045.0,941
Florida,Hamilton,65000.0,Dollars,12047.0,942
Florida,Hardee,nan,Dollars,12049.0,943
Florida,Hendry,3000.0,Dollars,12051.0,944
Florida,Hernando,34000.0,Dollars,12053.0,945
Florida,Highlands,31000.0,Dollars,12055.0,946
Florida,Hillsborough,289000.0,Dollars,12057.0,947
Florida,Holmes,18000.0,Dollars,12059.0,948
Florida,Indian River,80000.0,Dollars,12061.0,949
Florida,Jackson,107000.0,Dollars,12063.0,950
Florida,Jefferson,237000.0,Dollars,12065.0,951
Florida,Lafayette,130000.0,Dollars,12067.0,952
Florida,Lake,809000.0,Dollars,12069.0,953
Florida,Lee,221000.0,Dollars,12071.0,954
Florida,Leon,nan,Dollars,12073.0,955
Florida,Levy,898000.0,Dollars,12075.0,956
Florida,Liberty,nan,Dollars,12077.0,957
Florida,Madison,nan,Dollars,12079.0,958
Florida,Manatee,349000.0,Dollars,12081.0,959
Florida,Marion,494000.0,Dollars,12083.0,960
Florida,Martin,252000.0,Dollars,12085.0,961
Florida,Miami-Dade,707000.0,Dollars,12086.0,962
Florida,Monroe,9000.0,Dollars,12087.0,963
Florida,Nassau,22000.0,Dollars,12089.0,964
Florida,Okaloosa,22000.0,Dollars,12091.0,965
Florida,Okeechobee,111000.0,Dollars,12093.0,966
Florida,Orange,nan,Dollars,12095.0,967
Florida,Osceola,683000.0,Dollars,12097.0,968
Florida,Palm Beach,374000.0,Dollars,12099.0,969
Florida,Pasco,128000.0,Dollars,12101.0,970
Florida,Pinellas,nan,Dollars,12103.0,971
Florida,Polk,1624000.0,Dollars,12105.0,972
Florida,Putnam,34000.0,Dollars,12107.0,973
Florida,St. Johns,nan,Dollars,12109.0,974
Florida,St. Lucie,nan,Dollars,12111.0,975
Florida,Santa Rosa,602000.0,Dollars,12113.0,976
Florida,Sarasota,nan,Dollars,12115.0,977
Florida,Seminole,61000.0,Dollars,12117.0,978
Florida,Sumter,23000.0,Dollars,12119.0,979
Florida,Suwannee,146000.0,Dollars,12121.0,980
Florida,Taylor,nan,Dollars,12123.0,981
Florida,Union,14000.0,Dollars,12125.0,982
Florida,Volusia,111000.0,Dollars,12127.0,983
Florida,Wakulla,58000.0,Dollars,12129.0,984
Florida,Walton,50000.0,Dollars,12131.0,985
Florida,Washington,nan,Dollars,12133.0,986
Georgia,Appling,0.0,Dollars,13001.0,987
Georgia,Atkinson,3000.0,Dollars,13003.0,988
Georgia,Bacon,10000.0,Dollars,13005.0,989
Georgia,Baker,408000.0,Dollars,13007.0,990
Georgia,Baldwin,nan,Dollars,13009.0,991
Georgia,Banks,24000.0,Dollars,13011.0,992
Georgia,Barrow,31000.0,Dollars,13013.0,993
Georgia,Bartow,108000.0,Dollars,13015.0,994
Georgia,Ben Hill,7000.0,Dollars,13017.0,995
Georgia,Berrien,nan,Dollars,13019.0,996
Georgia,Bibb,nan,Dollars,13021.0,997
Georgia,Bleckley,10000.0,Dollars,13023.0,998
Georgia,Brantley,7000.0,Dollars,13025.0,999
Georgia,Brooks,217000.0,Dollars,13027.0,565
Georgia,Bryan,nan,Dollars,13029.0,573
Georgia,Bulloch,nan,Dollars,13031.0,579
Georgia,Burke,39000.0,Dollars,13033.0,583
Georgia,Butts,30000.0,Dollars,13035.0,588
Georgia,Calhoun,321000.0,Dollars,13037.0,592
Georgia,Camden,4000.0,Dollars,13039.0,603
Georgia,Candler,nan,Dollars,13043.0,616
Georgia,Carroll,145000.0,Dollars,13045.0,620
Georgia,Catoosa,4000.0,Dollars,13047.0,626
Georgia,Charlton,264000.0,Dollars,13049.0,635
Georgia,Chatham,0.0,Dollars,13051.0,646
Georgia,Chattahoochee,nan,Dollars,13053.0,656
Georgia,Chattooga,26000.0,Dollars,13055.0,659
Georgia,Cherokee,261000.0,Dollars,13057.0,662
Georgia,Clarke,nan,Dollars,13059.0,666
Georgia,Clay,43000.0,Dollars,13061.0,670
Georgia,Clayton,nan,Dollars,13063.0,673
Georgia,Clinch,0.0,Dollars,13065.0,676
Georgia,Cobb,2358000.0,Dollars,13067.0,680
Georgia,Coffee,9000.0,Dollars,13069.0,684
Georgia,Colquitt,nan,Dollars,13071.0,689
Georgia,Columbia,14000.0,Dollars,13073.0,692
Georgia,Cook,2000.0,Dollars,13075.0,697
Georgia,Coweta,33000.0,Dollars,13077.0,700
Georgia,Crawford,nan,Dollars,13079.0,704
Georgia,Crisp,nan,Dollars,13081.0,707
Georgia,Dade,nan,Dollars,13083.0,708
Georgia,Dawson,nan,Dollars,13085.0,713
Georgia,Decatur,87000.0,Dollars,13087.0,714
Georgia,DeKalb,nan,Dollars,13089.0,718
Georgia,Dodge,36000.0,Dollars,13091.0,720
Georgia,Dooly,nan,Dollars,13093.0,724
Georgia,Dougherty,65000.0,Dollars,13095.0,728
Georgia,Douglas,nan,Dollars,13097.0,731
Georgia,Early,nan,Dollars,13099.0,735
Georgia,Echols,0.0,Dollars,13101.0,737
Georgia,Effingham,nan,Dollars,13103.0,742
Georgia,Elbert,41000.0,Dollars,13105.0,746
Georgia,Emanuel,nan,Dollars,13107.0,750
Georgia,Evans,3000.0,Dollars,13109.0,754
Georgia,Fannin,315000.0,Dollars,13111.0,755
Georgia,Fayette,nan,Dollars,13113.0,760
Georgia,Floyd,47000.0,Dollars,13115.0,764
Georgia,Forsyth,nan,Dollars,13117.0,768
Georgia,Franklin,nan,Dollars,13119.0,772
Georgia,Fulton,123000.0,Dollars,13121.0,779
Georgia,Gilmer,nan,Dollars,13123.0,781
Georgia,Glascock,nan,Dollars,13125.0,783
Georgia,Glynn,3000.0,Dollars,13127.0,793
Georgia,Gordon,110000.0,Dollars,13129.0,796
Georgia,Grady,nan,Dollars,13131.0,797
Georgia,Greene,nan,Dollars,13133.0,800
Georgia,Gwinnett,12000.0,Dollars,13135.0,804
Georgia,Habersham,801000.0,Dollars,13137.0,806
Georgia,Hall,nan,Dollars,13139.0,808
Georgia,Hancock,16000.0,Dollars,13141.0,810
Georgia,Haralson,60000.0,Dollars,13143.0,813
Georgia,Harris,19000.0,Dollars,13145.0,814
Georgia,Hart,nan,Dollars,13147.0,816
Georgia,Heard,0.0,Dollars,13149.0,817
Georgia,Henry,7000.0,Dollars,13151.0,820
Georgia,Houston,nan,Dollars,13153.0,823
Georgia,Irwin,59000.0,Dollars,13155.0,825
Georgia,Jackson,nan,Dollars,13157.0,828
Georgia,Jasper,nan,Dollars,13159.0,830
Georgia,Jeff Davis,0.0,Dollars,13161.0,832
Georgia,Jefferson,28000.0,Dollars,13163.0,834
Georgia,Jenkins,81000.0,Dollars,13165.0,835
Georgia,Johnson,13000.0,Dollars,13167.0,837
Georgia,Jones,15000.0,Dollars,13169.0,839
Georgia,Lamar,89000.0,Dollars,13171.0,841
Georgia,Lanier,nan,Dollars,13173.0,845
Georgia,Laurens,51000.0,Dollars,13175.0,847
Georgia,Lee,64000.0,Dollars,13177.0,849
Georgia,Liberty,0.0,Dollars,13179.0,855
Georgia,Lincoln,nan,Dollars,13181.0,857
Georgia,Long,0.0,Dollars,13183.0,860
Georgia,Lowndes,57000.0,Dollars,13185.0,863
Georgia,Lumpkin,nan,Dollars,13187.0,865
Georgia,McDuffie,nan,Dollars,13189.0,868
Georgia,McIntosh,10000.0,Dollars,13191.0,871
Georgia,Macon,17000.0,Dollars,13193.0,874
Georgia,Madison,422000.0,Dollars,13195.0,875
Georgia,Marion,64000.0,Dollars,13197.0,877
Georgia,Meriwether,364000.0,Dollars,13199.0,879
Georgia,Miller,0.0,Dollars,13201.0,881
Georgia,Mitchell,nan,Dollars,13205.0,883
Georgia,Monroe,11000.0,Dollars,13207.0,885
Georgia,Montgomery,11000.0,Dollars,13209.0,887
Georgia,Morgan,nan,Dollars,13211.0,890
Georgia,Murray,45000.0,Dollars,13213.0,892
Georgia,Muscogee,nan,Dollars,13215.0,896
Georgia,Newton,30000.0,Dollars,13217.0,899
Georgia,Oconee,260000.0,Dollars,13219.0,901
Georgia,Oglethorpe,nan,Dollars,13221.0,905
Georgia,Paulding,0.0,Dollars,13223.0,908
Georgia,Peach,nan,Dollars,13225.0,910
Georgia,Pickens,129000.0,Dollars,13227.0,912
Georgia,Pierce,3000.0,Dollars,13229.0,915
Georgia,Pike,66000.0,Dollars,13231.0,7
Georgia,Polk,42000.0,Dollars,13233.0,8
Georgia,Pulaski,nan,Dollars,13235.0,11
Georgia,Putnam,277000.0,Dollars,13237.0,13
Georgia,Quitman,nan,Dollars,13239.0,16
Georgia,Rabun,nan,Dollars,13241.0,18
Georgia,Randolph,nan,Dollars,13243.0,23
Georgia,Richmond,nan,Dollars,13245.0,24
Georgia,Rockdale,26000.0,Dollars,13247.0,28
Georgia,Schley,71000.0,Dollars,13249.0,31
Georgia,Screven,71000.0,Dollars,13251.0,34
Georgia,Seminole,nan,Dollars,13253.0,38
Georgia,Spalding,nan,Dollars,13255.0,41
Georgia,Stephens,nan,Dollars,13257.0,45
Georgia,Stewart,96000.0,Dollars,13259.0,48
Georgia,Sumter,166000.0,Dollars,13261.0,52
Georgia,Talbot,19000.0,Dollars,13263.0,57
Georgia,Taliaferro,18000.0,Dollars,13265.0,60
Georgia,Tattnall,17000.0,Dollars,13267.0,63
Georgia,Taylor,61000.0,Dollars,13269.0,69
Georgia,Telfair,nan,Dollars,13271.0,75
Georgia,Terrell,16000.0,Dollars,13273.0,78
Georgia,Thomas,635000.0,Dollars,13275.0,83
Georgia,Tift,nan,Dollars,13277.0,87
Georgia,Toombs,nan,Dollars,13279.0,91
Georgia,Towns,52000.0,Dollars,13281.0,95
Georgia,Treutlen,nan,Dollars,13283.0,102
Georgia,Troup,nan,Dollars,13285.0,105
Georgia,Turner,nan,Dollars,13287.0,108
