State,County,WIC redemptions per capita 2011 (PC_WIC_REDEMP11),Units,FIPS,FID
Minnesota,Todd,17.73471450805664,Dollars/capita,27153,1989
Minnesota,Traverse,nan,Dollars/capita,27155,1990
Minnesota,Wabasha,8.767569541931152,Dollars/capita,27157,1991
Minnesota,Wadena,24.354736328125,Dollars/capita,27159,1992
Minnesota,Waseca,14.426246643066406,Dollars/capita,27161,1993
Minnesota,Washington,7.996762275695801,Dollars/capita,27163,1994
Minnesota,Watonwan,27.232397079467773,Dollars/capita,27165,1996
Minnesota,Wilkin,nan,Dollars/capita,27167,1997
Minnesota,Winona,10.933760643005371,Dollars/capita,27169,1998
Minnesota,Wright,12.460780143737793,Dollars/capita,27171,1999
Minnesota,Yellow Medicine,15.395513534545898,Dollars/capita,27173,1531
Mississippi,Adams,nan,Dollars/capita,28001,1534
Mississippi,Alcorn,nan,Dollars/capita,28003,1538
Mississippi,Amite,nan,Dollars/capita,28005,1539
Mississippi,Attala,nan,Dollars/capita,28007,1541
Mississippi,Benton,nan,Dollars/capita,28009,1544
Mississippi,Bolivar,nan,Dollars/capita,28011,1547
Mississippi,Calhoun,nan,Dollars/capita,28013,1548
Mississippi,Carroll,nan,Dollars/capita,28015,1549
Mississippi,Chickasaw,nan,Dollars/capita,28017,1550
Mississippi,Choctaw,nan,Dollars/capita,28019,1552
Mississippi,Claiborne,nan,Dollars/capita,28021,1555
Mississippi,Clarke,nan,Dollars/capita,28023,1557
Mississippi,Clay,nan,Dollars/capita,28025,1559
Mississippi,Coahoma,nan,Dollars/capita,28027,1562
Mississippi,Copiah,nan,Dollars/capita,28029,1564
Mississippi,Covington,nan,Dollars/capita,28031,1567
Mississippi,DeSoto,nan,Dollars/capita,28033,1571
Mississippi,Forrest,nan,Dollars/capita,28035,1572
Mississippi,Franklin,nan,Dollars/capita,28037,1575
Mississippi,George,nan,Dollars/capita,28039,1577
Mississippi,Greene,nan,Dollars/capita,28041,1579
Mississippi,Grenada,nan,Dollars/capita,28043,1581
Mississippi,Hancock,nan,Dollars/capita,28045,1583
Mississippi,Harrison,nan,Dollars/capita,28047,1587
Mississippi,Hinds,nan,Dollars/capita,28049,1591
Mississippi,Holmes,nan,Dollars/capita,28051,1593
Mississippi,Humphreys,nan,Dollars/capita,28053,1596
Mississippi,Issaquena,nan,Dollars/capita,28055,1598
Mississippi,Itawamba,nan,Dollars/capita,28057,1601
Mississippi,Jackson,nan,Dollars/capita,28059,1605
Mississippi,Jasper,nan,Dollars/capita,28061,1607
Mississippi,Jefferson,nan,Dollars/capita,28063,1610
Mississippi,Jefferson Davis,nan,Dollars/capita,28065,1612
Mississippi,Jones,nan,Dollars/capita,28067,1615
Mississippi,Kemper,nan,Dollars/capita,28069,1616
Mississippi,Lafayette,nan,Dollars/capita,28071,1620
Mississippi,Lamar,nan,Dollars/capita,28073,1623
Mississippi,Lauderdale,nan,Dollars/capita,28075,1628
Mississippi,Lawrence,nan,Dollars/capita,28077,1632
Mississippi,Leake,nan,Dollars/capita,28079,1636
Mississippi,Lee,nan,Dollars/capita,28081,1638
Mississippi,Leflore,nan,Dollars/capita,28083,1643
Mississippi,Lincoln,nan,Dollars/capita,28085,1645
Mississippi,Lowndes,nan,Dollars/capita,28087,1647
Mississippi,Madison,nan,Dollars/capita,28089,1651
Mississippi,Marion,nan,Dollars/capita,28091,1653
Mississippi,Marshall,nan,Dollars/capita,28093,1655
Mississippi,Monroe,nan,Dollars/capita,28095,1656
Mississippi,Montgomery,nan,Dollars/capita,28097,1658
Mississippi,Neshoba,nan,Dollars/capita,28099,1661
Mississippi,Newton,nan,Dollars/capita,28101,1663
Mississippi,Noxubee,nan,Dollars/capita,28103,1666
Mississippi,Oktibbeha,nan,Dollars/capita,28105,1668
Mississippi,Panola,nan,Dollars/capita,28107,1671
Mississippi,Pearl River,nan,Dollars/capita,28109,1676
Mississippi,Perry,nan,Dollars/capita,28111,1679
Mississippi,Pike,nan,Dollars/capita,28113,1680
Mississippi,Pontotoc,nan,Dollars/capita,28115,1682
Mississippi,Prentiss,nan,Dollars/capita,28117,1684
Mississippi,Quitman,nan,Dollars/capita,28119,1685
Mississippi,Rankin,nan,Dollars/capita,28121,1690
Mississippi,Scott,nan,Dollars/capita,28123,1692
Mississippi,Sharkey,nan,Dollars/capita,28125,1695
Mississippi,Simpson,nan,Dollars/capita,28127,1698
Mississippi,Smith,nan,Dollars/capita,28129,1709
Mississippi,Stone,nan,Dollars/capita,28131,1712
Mississippi,Sunflower,nan,Dollars/capita,28133,1721
Mississippi,Tallahatchie,nan,Dollars/capita,28135,1725
Mississippi,Tate,nan,Dollars/capita,28137,1727
Mississippi,Tippah,nan,Dollars/capita,28139,1730
Mississippi,Tishomingo,nan,Dollars/capita,28141,1732
Mississippi,Tunica,nan,Dollars/capita,28143,1735
Mississippi,Union,nan,Dollars/capita,28145,1737
Mississippi,Walthall,nan,Dollars/capita,28147,1740
Mississippi,Warren,nan,Dollars/capita,28149,1746
Mississippi,Washington,nan,Dollars/capita,28151,1750
Mississippi,Wayne,nan,Dollars/capita,28153,1753
Mississippi,Webster,nan,Dollars/capita,28155,1756
Mississippi,Wilkinson,nan,Dollars/capita,28157,1757
Mississippi,Winston,nan,Dollars/capita,28159,1758
Mississippi,Yalobusha,nan,Dollars/capita,28161,1759
Mississippi,Yazoo,nan,Dollars/capita,28163,1760
Missouri,Adair,nan,Dollars/capita,29001,1761
Missouri,Andrew,nan,Dollars/capita,29003,1762
Missouri,Atchison,nan,Dollars/capita,29005,1763
Missouri,Audrain,nan,Dollars/capita,29007,1766
Missouri,Barry,26.59105110168457,Dollars/capita,29009,1767
Missouri,Barton,nan,Dollars/capita,29011,1771
Missouri,Bates,nan,Dollars/capita,29013,1776
Missouri,Benton,nan,Dollars/capita,29015,1778
Missouri,Bollinger,nan,Dollars/capita,29017,1781
Missouri,Boone,9.74911117553711,Dollars/capita,29019,1783
Missouri,Buchanan,21.080127716064453,Dollars/capita,29021,1789
Missouri,Butler,33.752498626708984,Dollars/capita,29023,1792
Missouri,Caldwell,nan,Dollars/capita,29025,1795
Missouri,Callaway,10.217235565185547,Dollars/capita,29027,1799
Missouri,Camden,14.50019359588623,Dollars/capita,29029,1803
Missouri,Cape Girardeau,16.118013381958008,Dollars/capita,29031,1808
Missouri,Carroll,nan,Dollars/capita,29033,1822
Missouri,Carter,nan,Dollars/capita,29035,1001
Missouri,Cass,15.338455200195312,Dollars/capita,29037,1004
Missouri,Cedar,nan,Dollars/capita,29039,1007
Missouri,Chariton,nan,Dollars/capita,29041,1011
Missouri,Christian,13.692811012268066,Dollars/capita,29043,1014
Missouri,Clark,nan,Dollars/capita,29045,1015
Missouri,Clay,13.621150016784668,Dollars/capita,29047,1018
Missouri,Clinton,nan,Dollars/capita,29049,1021
Missouri,Cole,14.402454376220703,Dollars/capita,29051,1022
Missouri,Cooper,nan,Dollars/capita,29053,1025
Missouri,Crawford,13.735282897949219,Dollars/capita,29055,1028
Missouri,Dade,nan,Dollars/capita,29057,1030
Missouri,Dallas,nan,Dollars/capita,29059,1032
Missouri,Daviess,nan,Dollars/capita,29061,1036
Missouri,DeKalb,nan,Dollars/capita,29063,1038
Missouri,Dent,nan,Dollars/capita,29065,1040
Missouri,Douglas,nan,Dollars/capita,29067,1043
Missouri,Dunklin,35.84556198120117,Dollars/capita,29069,1045
Missouri,Franklin,12.567049026489258,Dollars/capita,29071,1047
Missouri,Gasconade,13.868194580078125,Dollars/capita,29073,1049
Missouri,Gentry,nan,Dollars/capita,29075,1052
Missouri,Greene,17.91307258605957,Dollars/capita,29077,1054
Missouri,Grundy,nan,Dollars/capita,29079,1057
Missouri,Harrison,nan,Dollars/capita,29081,1058
Missouri,Henry,nan,Dollars/capita,29083,1061
Missouri,Hickory,nan,Dollars/capita,29085,1063
Missouri,Holt,nan,Dollars/capita,29087,1065
Missouri,Howard,nan,Dollars/capita,29089,1068
Missouri,Howell,30.3737735748291,Dollars/capita,29091,1070
Missouri,Iron,nan,Dollars/capita,29093,1072
Missouri,Jackson,21.33138656616211,Dollars/capita,29095,1074
Missouri,Jasper,23.143997192382812,Dollars/capita,29097,1078
Missouri,Jefferson,10.610607147216797,Dollars/capita,29099,1082
Missouri,Johnson,19.3753719329834,Dollars/capita,29101,1087
Missouri,Knox,nan,Dollars/capita,29103,1091
Missouri,Laclede,23.98577880859375,Dollars/capita,29105,1096
Missouri,Lafayette,10.41441535949707,Dollars/capita,29107,1099
Missouri,Lawrence,18.73316764831543,Dollars/capita,29109,1101
Missouri,Lewis,nan,Dollars/capita,29111,1104
Missouri,Lincoln,11.216179847717285,Dollars/capita,29113,1106
Missouri,Linn,nan,Dollars/capita,29115,1109
Missouri,Livingston,nan,Dollars/capita,29117,1112
Missouri,McDonald,23.560686111450195,Dollars/capita,29119,1113
Missouri,Macon,nan,Dollars/capita,29121,1116
Missouri,Madison,nan,Dollars/capita,29123,1117
Missouri,Maries,nan,Dollars/capita,29125,1120
Missouri,Marion,23.108047485351562,Dollars/capita,29127,1122
Missouri,Mercer,nan,Dollars/capita,29129,1125
Missouri,Miller,15.167811393737793,Dollars/capita,29131,1128
Missouri,Mississippi,26.923486709594727,Dollars/capita,29133,1131
Missouri,Moniteau,16.657480239868164,Dollars/capita,29135,1135
Missouri,Monroe,nan,Dollars/capita,29137,1139
Missouri,Montgomery,nan,Dollars/capita,29139,1142
Missouri,Morgan,17.105789184570312,Dollars/capita,29141,1146
Missouri,New Madrid,44.115699768066406,Dollars/capita,29143,1149
Missouri,Newton,18.13913345336914,Dollars/capita,29145,1152
Missouri,Nodaway,nan,Dollars/capita,29147,1156
Missouri,Oregon,nan,Dollars/capita,29149,1158
Missouri,Osage,nan,Dollars/capita,29151,1164
Missouri,Ozark,nan,Dollars/capita,29153,1168
Missouri,Pemiscot,33.09299850463867,Dollars/capita,29155,1170
Missouri,Perry,nan,Dollars/capita,29157,1172
Missouri,Pettis,27.777128219604492,Dollars/capita,29159,1174
Missouri,Phelps,18.697954177856445,Dollars/capita,29161,1176
Missouri,Pike,nan,Dollars/capita,29163,1179
Missouri,Platte,10.145156860351562,Dollars/capita,29165,1181
Missouri,Polk,nan,Dollars/capita,29167,1183
Missouri,Pulaski,21.678918838500977,Dollars/capita,29169,1185
Missouri,Putnam,nan,Dollars/capita,29171,1188
Missouri,Ralls,nan,Dollars/capita,29173,1191
Missouri,Randolph,nan,Dollars/capita,29175,1194
Missouri,Ray,nan,Dollars/capita,29177,1197
Missouri,Reynolds,nan,Dollars/capita,29179,1200
Missouri,Ripley,nan,Dollars/capita,29181,1203
Missouri,St. Charles,5.843643665313721,Dollars/capita,29183,1205
Missouri,St. Clair,16.2261962890625,Dollars/capita,29185,1208
Missouri,Ste. Genevieve,nan,Dollars/capita,29186,1209
Missouri,St. Francois,21.000511169433594,Dollars/capita,29187,1212
Missouri,St. Louis County,11.616277694702148,Dollars/capita,29189,1216
Missouri,Saline,21.856834411621094,Dollars/capita,29195,1218
Missouri,Schuyler,nan,Dollars/capita,29197,1221
Missouri,Scotland,nan,Dollars/capita,29199,1224
Missouri,Scott,27.53679656982422,Dollars/capita,29201,1227
Missouri,Shannon,nan,Dollars/capita,29203,1229
Missouri,Shelby,nan,Dollars/capita,29205,1232
Missouri,Stoddard,23.018009185791016,Dollars/capita,29207,1236
Missouri,Stone,11.766489028930664,Dollars/capita,29209,1237
Missouri,Sullivan,nan,Dollars/capita,29211,1240
Missouri,Taney,22.226152420043945,Dollars/capita,29213,1242
Missouri,Texas,17.288591384887695,Dollars/capita,29215,1245
Missouri,Vernon,nan,Dollars/capita,29217,1248
Missouri,Warren,13.015839576721191,Dollars/capita,29219,1251
Missouri,Washington,nan,Dollars/capita,29221,1253
Missouri,Wayne,nan,Dollars/capita,29223,1256
Missouri,Webster,15.4768648147583,Dollars/capita,29225,1258
Missouri,Worth,nan,Dollars/capita,29227,1261
Missouri,Wright,27.79340934753418,Dollars/capita,29229,1263
Missouri,St. Louis County,20.289209365844727,Dollars/capita,29510,1216
Montana,Beaverhead,nan,Dollars/capita,30001,1269
Montana,Big Horn,34.65498733520508,Dollars/capita,30003,1274
Montana,Blaine,28.608116149902344,Dollars/capita,30005,1124
Montana,Broadwater,nan,Dollars/capita,30007,1132
Montana,Carbon,nan,Dollars/capita,30009,1137
Montana,Carter,nan,Dollars/capita,30011,1141
Montana,Cascade,14.643733024597168,Dollars/capita,30013,1144
Montana,Chouteau,nan,Dollars/capita,30015,1150
Montana,Custer,nan,Dollars/capita,30017,1153
Montana,Daniels,nan,Dollars/capita,30019,1157
Montana,Dawson,nan,Dollars/capita,30021,1160
Montana,Deer Lodge,nan,Dollars/capita,30023,1163
Montana,Fallon,nan,Dollars/capita,30025,1165
Montana,Fergus,nan,Dollars/capita,30027,1169
Montana,Flathead,11.191344261169434,Dollars/capita,30029,1173
Montana,Gallatin,6.277978420257568,Dollars/capita,30031,1177
Montana,Garfield,nan,Dollars/capita,30033,1182
Montana,Glacier,nan,Dollars/capita,30035,1186
Montana,Golden Valley,nan,Dollars/capita,30037,1189
Montana,Granite,nan,Dollars/capita,30039,1192
Montana,Hill,24.788103103637695,Dollars/capita,30041,1195
Montana,Jefferson,nan,Dollars/capita,30043,1199
Montana,Judith Basin,nan,Dollars/capita,30045,1202
Montana,Lake,19.305543899536133,Dollars/capita,30047,1207
Montana,Lewis and Clark,11.593300819396973,Dollars/capita,30049,1211
Montana,Liberty,nan,Dollars/capita,30051,1214
Montana,Lincoln,12.150444984436035,Dollars/capita,30053,1219
Montana,McCone,nan,Dollars/capita,30055,1223
Montana,Madison,nan,Dollars/capita,30057,1226
Montana,Meagher,nan,Dollars/capita,30059,1231
Montana,Mineral,nan,Dollars/capita,30061,1234
Montana,Missoula,13.048222541809082,Dollars/capita,30063,1239
Montana,Musselshell,nan,Dollars/capita,30065,1241
Montana,Park,nan,Dollars/capita,30067,1244
Montana,Petroleum,nan,Dollars/capita,30069,1247
Montana,Phillips,nan,Dollars/capita,30071,1250
Montana,Pondera,nan,Dollars/capita,30073,1254
Montana,Powder River,nan,Dollars/capita,30075,1259
Montana,Powell,nan,Dollars/capita,30077,1262
Montana,Prairie,nan,Dollars/capita,30079,1264
Montana,Ravalli,11.361098289489746,Dollars/capita,30081,1268
Montana,Richland,8.267683029174805,Dollars/capita,30083,1271
Montana,Roosevelt,41.27800750732422,Dollars/capita,30085,1275
Montana,Rosebud,42.98177719116211,Dollars/capita,30087,1277
Montana,Sanders,29.454442977905273,Dollars/capita,30089,1278
Montana,Sheridan,nan,Dollars/capita,30091,1281
Montana,Silver Bow,17.874984741210938,Dollars/capita,30093,1284
Montana,Stillwater,nan,Dollars/capita,30095,1286
Montana,Sweet Grass,nan,Dollars/capita,30097,1288
Montana,Teton,nan,Dollars/capita,30099,1290
Montana,Toole,nan,Dollars/capita,30101,1292
Montana,Treasure,nan,Dollars/capita,30103,1293
Montana,Valley,nan,Dollars/capita,30105,1296
Montana,Wheatland,nan,Dollars/capita,30107,1298
Montana,Wibaux,nan,Dollars/capita,30109,1300
Montana,Yellowstone,34.662147521972656,Dollars/capita,30111,1302
Nebraska,Adams,20.742971420288086,Dollars/capita,31001,1303
Nebraska,Antelope,9.13853931427002,Dollars/capita,31003,1305
Nebraska,Arthur,nan,Dollars/capita,31005,1307
Nebraska,Banner,nan,Dollars/capita,31007,1308
Nebraska,Blaine,nan,Dollars/capita,31009,1309
Nebraska,Boone,10.872267723083496,Dollars/capita,31011,1310
Nebraska,Box Butte,nan,Dollars/capita,31013,1315
Nebraska,Boyd,nan,Dollars/capita,31015,1317
Nebraska,Brown,23.491477966308594,Dollars/capita,31017,1319
Nebraska,Buffalo,15.64870834350586,Dollars/capita,31019,1321
Nebraska,Burt,6.92409610748291,Dollars/capita,31021,1323
Nebraska,Butler,nan,Dollars/capita,31023,1325
Nebraska,Cass,4.194222450256348,Dollars/capita,31025,1326
Nebraska,Cedar,6.441184997558594,Dollars/capita,31027,1329
Nebraska,Chase,nan,Dollars/capita,31029,1330
Nebraska,Cherry,nan,Dollars/capita,31031,1333
Nebraska,Cheyenne,10.499207496643066,Dollars/capita,31033,1334
Nebraska,Clay,5.514249324798584,Dollars/capita,31035,1336
Nebraska,Colfax,nan,Dollars/capita,31037,1338
Nebraska,Cuming,15.322912216186523,Dollars/capita,31039,1340
Nebraska,Custer,16.39832878112793,Dollars/capita,31041,1342
Nebraska,Dakota,nan,Dollars/capita,31043,1344
Nebraska,Dawes,nan,Dollars/capita,31045,1347
Nebraska,Dawson,33.32114791870117,Dollars/capita,31047,1349
Nebraska,Deuel,nan,Dollars/capita,31049,1351
Nebraska,Dixon,nan,Dollars/capita,31051,1353
Nebraska,Dodge,23.210933685302734,Dollars/capita,31053,1354
Nebraska,Douglas,18.390514373779297,Dollars/capita,31055,1358
Nebraska,Dundy,nan,Dollars/capita,31057,1360
Nebraska,Fillmore,nan,Dollars/capita,31059,1363
Nebraska,Franklin,nan,Dollars/capita,31061,1369
Nebraska,Frontier,nan,Dollars/capita,31063,1371
Nebraska,Furnas,9.84402847290039,Dollars/capita,31065,1374
Nebraska,Gage,15.722527503967285,Dollars/capita,31067,1378
Nebraska,Garden,nan,Dollars/capita,31069,1381
Nebraska,Garfield,nan,Dollars/capita,31071,1391
Nebraska,Gosper,nan,Dollars/capita,31073,1393
Nebraska,Grant,nan,Dollars/capita,31075,1395
Nebraska,Greeley,nan,Dollars/capita,31077,1397
Nebraska,Hall,29.4025936126709,Dollars/capita,31079,1402
Nebraska,Hamilton,nan,Dollars/capita,31081,1405
Nebraska,Harlan,nan,Dollars/capita,31083,1409
Nebraska,Hayes,nan,Dollars/capita,31085,1411
Nebraska,Hitchcock,nan,Dollars/capita,31087,1414
Nebraska,Holt,18.272689819335938,Dollars/capita,31089,1416
Nebraska,Hooker,nan,Dollars/capita,31091,1418
Nebraska,Howard,nan,Dollars/capita,31093,1311
Nebraska,Jefferson,nan,Dollars/capita,31095,1312
Nebraska,Johnson,nan,Dollars/capita,31097,1313
Nebraska,Kearney,nan,Dollars/capita,31099,1314
Nebraska,Keith,nan,Dollars/capita,31101,1316
Nebraska,Keya Paha,nan,Dollars/capita,31103,1318
Nebraska,Kimball,nan,Dollars/capita,31105,1320
Nebraska,Knox,16.84946060180664,Dollars/capita,31107,1322
Nebraska,Lancaster,15.267180442810059,Dollars/capita,31109,1324
Nebraska,Lincoln,15.69089126586914,Dollars/capita,31111,1327
Nebraska,Logan,nan,Dollars/capita,31113,1328
Nebraska,Loup,nan,Dollars/capita,31115,1331
Nebraska,McPherson,nan,Dollars/capita,31117,1332
Nebraska,Madison,25.75438690185547,Dollars/capita,31119,1335
Nebraska,Merrick,nan,Dollars/capita,31121,1337
Nebraska,Morrill,nan,Dollars/capita,31123,1339
Nebraska,Nance,nan,Dollars/capita,31125,1341
Nebraska,Nemaha,nan,Dollars/capita,31127,1343
Nebraska,Nuckolls,nan,Dollars/capita,31129,1345
Nebraska,Otoe,12.141460418701172,Dollars/capita,31131,1348
Nebraska,Pawnee,nan,Dollars/capita,31133,1350
Nebraska,Perkins,nan,Dollars/capita,31135,1352
Nebraska,Phelps,nan,Dollars/capita,31137,1355
Nebraska,Pierce,nan,Dollars/capita,31139,1356
Nebraska,Platte,20.409318923950195,Dollars/capita,31141,1359
Nebraska,Polk,nan,Dollars/capita,31143,1362
Nebraska,Red Willow,nan,Dollars/capita,31145,1364
Nebraska,Richardson,nan,Dollars/capita,31147,1365
Nebraska,Rock,nan,Dollars/capita,31149,1366
Nebraska,Saline,21.5697078704834,Dollars/capita,31151,1367
Nebraska,Sarpy,10.910337448120117,Dollars/capita,31153,1368
Nebraska,Saunders,4.673275470733643,Dollars/capita,31155,1370
Nebraska,Scotts Bluff,24.44736671447754,Dollars/capita,31157,1373
Nebraska,Seward,nan,Dollars/capita,31159,1375
Nebraska,Sheridan,13.342443466186523,Dollars/capita,31161,1376
Nebraska,Sherman,nan,Dollars/capita,31163,1377
Nebraska,Sioux,nan,Dollars/capita,31165,1380
Nebraska,Stanton,nan,Dollars/capita,31167,1382
Nebraska,Thayer,nan,Dollars/capita,31169,1383
Nebraska,Thomas,nan,Dollars/capita,31171,1384
Nebraska,Thurston,48.56301498413086,Dollars/capita,31173,1385
Nebraska,Valley,20.3012638092041,Dollars/capita,31175,1386
Nebraska,Washington,nan,Dollars/capita,31177,1387
Nebraska,Wayne,nan,Dollars/capita,31179,1388
Nebraska,Webster,nan,Dollars/capita,31181,1389
Nebraska,Wheeler,nan,Dollars/capita,31183,1390
Nebraska,York,15.683568954467773,Dollars/capita,31185,1392
Nevada,Churchill,7.703779220581055,Dollars/capita,32001,1396
Nevada,Clark,18.35651969909668,Dollars/capita,32003,1399
Nevada,Douglas,8.532556533813477,Dollars/capita,32005,1400
Nevada,Elko,8.781495094299316,Dollars/capita,32007,1401
Nevada,Esmeralda,nan,Dollars/capita,32009,1404
Nevada,Eureka,nan,Dollars/capita,32011,1406
Nevada,Humboldt,nan,Dollars/capita,32013,1407
Nevada,Lander,nan,Dollars/capita,32015,1408
Nevada,Lincoln,nan,Dollars/capita,32017,1410
Nevada,Lyon,10.985830307006836,Dollars/capita,32019,1412
Nevada,Mineral,nan,Dollars/capita,32021,1415
Nevada,Nye,13.42448902130127,Dollars/capita,32023,1417
Nevada,Pershing,nan,Dollars/capita,32027,1419
Nevada,Storey,nan,Dollars/capita,32029,1420
Nevada,Washoe,9.416476249694824,Dollars/capita,32031,1423
Nevada,White Pine,nan,Dollars/capita,32033,1425
Nevada,Carson City,5.769207000732422,Dollars/capita,32510,1428
New Hampshire,Belknap,10.157050132751465,Dollars/capita,33001,1432
New Hampshire,Carroll,6.47279691696167,Dollars/capita,33003,1435
New Hampshire,Cheshire,8.204870223999023,Dollars/capita,33005,1437
New Hampshire,Coos,7.542470932006836,Dollars/capita,33007,1440
New Hampshire,Grafton,9.12348747253418,Dollars/capita,33009,1442
New Hampshire,Hillsborough,8.440641403198242,Dollars/capita,33011,1443
New Hampshire,Merrimack,7.429922580718994,Dollars/capita,33013,1444
New Hampshire,Rockingham,4.191239356994629,Dollars/capita,33015,1448
New Hampshire,Strafford,6.21327018737793,Dollars/capita,33017,1453
New Hampshire,Sullivan,8.903620719909668,Dollars/capita,33019,1454
New Jersey,Atlantic,16.287485122680664,Dollars/capita,34001,1461
New Jersey,Bergen,6.325109481811523,Dollars/capita,34003,1465
New Jersey,Burlington,8.129958152770996,Dollars/capita,34005,1470
New Jersey,Camden,15.969590187072754,Dollars/capita,34007,1472
New Jersey,Cape May,12.36307430267334,Dollars/capita,34009,1477
New Jersey,Cumberland,32.18763732910156,Dollars/capita,34011,1482
New Jersey,Essex,21.402822494506836,Dollars/capita,34013,1483
New Jersey,Gloucester,9.302606582641602,Dollars/capita,34015,1484
New Jersey,Hudson,25.623592376708984,Dollars/capita,34017,1487
New Jersey,Hunterdon,1.6900707483291626,Dollars/capita,34019,1488
New Jersey,Mercer,15.412251472473145,Dollars/capita,34021,1493
New Jersey,Middlesex,12.905827522277832,Dollars/capita,34023,1497
New Jersey,Monmouth,8.030075073242188,Dollars/capita,34025,1504
New Jersey,Morris,4.228407859802246,Dollars/capita,34027,1511
New Jersey,Ocean,19.93115234375,Dollars/capita,34029,1546
New Jersey,Passaic,25.850801467895508,Dollars/capita,34031,1551
New Jersey,Salem,13.053315162658691,Dollars/capita,34033,1553
New Jersey,Somerset,8.00851821899414,Dollars/capita,34035,1558
New Jersey,Sussex,5.725593090057373,Dollars/capita,34037,1561
New Jersey,Union,19.071577072143555,Dollars/capita,34039,1566
New Jersey,Warren,7.573465824127197,Dollars/capita,34041,1570
New Mexico,Bernalillo,15.763056755065918,Dollars/capita,35001,1574
New Mexico,Catron,nan,Dollars/capita,35003,1576
New Mexico,Chaves,28.66302490234375,Dollars/capita,35005,1578
New Mexico,Cibola,11.739184379577637,Dollars/capita,35006,1580
New Mexico,Colfax,18.310420989990234,Dollars/capita,35007,1582
New Mexico,Curry,30.705005645751953,Dollars/capita,35009,1586
New Mexico,De Baca,nan,Dollars/capita,35011,1589
New Mexico,Doña Ana,22.60601234436035,Dollars/capita,35013,
New Mexico,Eddy,19.61994743347168,Dollars/capita,35015,1592
New Mexico,Grant,16.077531814575195,Dollars/capita,35017,1594
New Mexico,Guadalupe,nan,Dollars/capita,35019,1595
New Mexico,Harding,nan,Dollars/capita,35021,1597
New Mexico,Hidalgo,nan,Dollars/capita,35023,1600
New Mexico,Lea,31.570131301879883,Dollars/capita,35025,1604
New Mexico,Lincoln,16.4143123626709,Dollars/capita,35027,1613
New Mexico,Los Alamos,nan,Dollars/capita,35028,1618
New Mexico,Luna,34.207923889160156,Dollars/capita,35029,1622
New Mexico,McKinley,25.212404251098633,Dollars/capita,35031,1626
New Mexico,Mora,nan,Dollars/capita,35033,1629
New Mexico,Otero,20.045726776123047,Dollars/capita,35035,1633
New Mexico,Quay,nan,Dollars/capita,35037,1637
New Mexico,Rio Arriba,20.159027099609375,Dollars/capita,35039,1639
New Mexico,Roosevelt,nan,Dollars/capita,35041,1642
New Mexico,Sandoval,10.795028686523438,Dollars/capita,35043,1646
New Mexico,San Juan,10.721771240234375,Dollars/capita,35045,1650
New Mexico,San Miguel,nan,Dollars/capita,35047,1652
New Mexico,Santa Fe,13.842048645019531,Dollars/capita,35049,1654
New Mexico,Sierra,nan,Dollars/capita,35051,1657
New Mexico,Socorro,19.080032348632812,Dollars/capita,35053,1659
New Mexico,Taos,15.40951919555664,Dollars/capita,35055,1662
New Mexico,Torrance,8.595671653747559,Dollars/capita,35057,1664
New Mexico,Union,nan,Dollars/capita,35059,1667
New Mexico,Valencia,18.123214721679688,Dollars/capita,35061,1670
New York,Albany,11.900230407714844,Dollars/capita,36001,1673
New York,Allegany,13.750090599060059,Dollars/capita,36003,1674
New York,Bronx,45.94535827636719,Dollars/capita,36005,1681
New York,Broome,15.533361434936523,Dollars/capita,36007,1683
New York,Cattaraugus,13.826314926147461,Dollars/capita,36009,1687
New York,Cayuga,13.355036735534668,Dollars/capita,36011,1689
New York,Chautauqua,17.002302169799805,Dollars/capita,36013,1694
New York,Chemung,18.78826904296875,Dollars/capita,36015,1696
New York,Chenango,16.401729583740234,Dollars/capita,36017,1699
New York,Clinton,15.669166564941406,Dollars/capita,36019,1702
New York,Columbia,12.400591850280762,Dollars/capita,36021,1704
New York,Cortland,16.98828125,Dollars/capita,36023,1706
New York,Delaware,13.741182327270508,Dollars/capita,36025,1707
New York,Dutchess,9.181886672973633,Dollars/capita,36027,1711
New York,Erie,13.343435287475586,Dollars/capita,36029,1723
New York,Essex,14.435690879821777,Dollars/capita,36031,1728
New York,Franklin,13.862895011901855,Dollars/capita,36033,1731
New York,Fulton,13.792734146118164,Dollars/capita,36035,1734
New York,Genesee,12.915620803833008,Dollars/capita,36037,1736
New York,Greene,11.429059982299805,Dollars/capita,36039,1739
New York,Hamilton,nan,Dollars/capita,36041,1742
New York,Herkimer,13.301145553588867,Dollars/capita,36043,1745
New York,Jefferson,25.1373233795166,Dollars/capita,36045,1782
New York,Kings,46.220924377441406,Dollars/capita,36047,1788
New York,Lewis,11.85076904296875,Dollars/capita,36049,1790
New York,Livingston,9.677565574645996,Dollars/capita,36051,1791
New York,Madison,12.79848861694336,Dollars/capita,36053,1796
New York,Monroe,13.087535858154297,Dollars/capita,36055,1804
New York,Montgomery,18.70770263671875,Dollars/capita,36057,1807
New York,Nassau,10.185653686523438,Dollars/capita,36059,1839
New York,New York,15.887812614440918,Dollars/capita,36061,1847
New York,Niagara,12.279520988464355,Dollars/capita,36063,1850
New York,Oneida,17.23476791381836,Dollars/capita,36065,1852
New York,Onondaga,15.135627746582031,Dollars/capita,36067,1853
