State,County,Seniors low access to store (%) 2015 (PCT_LACCESS_SENIORS15),Units,FIPS,FID
Georgia,Houston,3.7566714291289918,Percent,13153,823
Georgia,Irwin,1.0283620552559405,Percent,13155,825
Georgia,Jackson,0.5576440740360816,Percent,13157,828
Georgia,Jasper,2.824172637100885,Percent,13159,830
Georgia,Jeff Davis,1.6424496522661203,Percent,13161,832
Georgia,Jefferson,0.4600437029365959,Percent,13163,834
Georgia,Jenkins,0.7858797411715193,Percent,13165,835
Georgia,Johnson,1.4027918362697995,Percent,13167,837
Georgia,Jones,0.9902046414265793,Percent,13169,839
Georgia,Lamar,1.1609330099013704,Percent,13171,841
Georgia,Lanier,0.24042010724861576,Percent,13173,845
Georgia,Laurens,1.52539289876398,Percent,13175,847
Georgia,Lee,1.1911317682914657,Percent,13177,849
Georgia,Liberty,1.6777418079212014,Percent,13179,855
Georgia,Lincoln,1.3191252493560155,Percent,13181,857
Georgia,Long,0.8367891636409084,Percent,13183,860
Georgia,Lowndes,1.9421577744320584,Percent,13185,863
Georgia,Lumpkin,0.14605410450501902,Percent,13187,865
Georgia,McDuffie,1.0305482310458056,Percent,13189,868
Georgia,McIntosh,1.5857607001246352,Percent,13191,871
Georgia,Macon,1.214003336309844,Percent,13193,874
Georgia,Madison,0.4320998117702845,Percent,13195,875
Georgia,Marion,0.00466545096830437,Percent,13197,877
Georgia,Meriwether,0.6179438387746362,Percent,13199,879
Georgia,Miller,0.637164609695551,Percent,13201,881
Georgia,Mitchell,0.9030009744173888,Percent,13205,883
Georgia,Monroe,0.9441956421629843,Percent,13207,885
Georgia,Montgomery,2.334146282449841,Percent,13209,887
Georgia,Morgan,3.1147692933437594,Percent,13211,890
Georgia,Murray,1.4578637240214798,Percent,13213,892
Georgia,Muscogee,2.9678845724414775,Percent,13215,896
Georgia,Newton,2.107902518258879,Percent,13217,899
Georgia,Oconee,3.213693543996647,Percent,13219,901
Georgia,Oglethorpe,0.7418475976710651,Percent,13221,905
Georgia,Paulding,1.7086752068125686,Percent,13223,908
Georgia,Peach,2.155248314456028,Percent,13225,910
